date,food_category,units_sold,order_count,unique_products,estimated_current_stock_simulated,avg_days_to_expiry_simulated,historical_damaged_stock_total,day_of_week,month,is_weekend
2023-05-14,Frozen Foods,1,1,1,23,66.0,304,Sunday,5,1
2023-05-17,Frozen Foods,2,1,1,24,169.0,264,Wednesday,5,0
2023-05-21,Frozen Foods,2,2,2,71,65.5,590,Sunday,5,1
2023-05-26,Frozen Foods,2,1,1,56,38.0,294,Friday,5,0
2023-05-27,Frozen Foods,3,1,1,23,119.0,292,Saturday,5,1
2023-05-29,Frozen Foods,1,1,1,54,54.0,320,Monday,5,0
2023-05-30,Frozen Foods,2,1,1,43,31.0,298,Tuesday,5,0
2023-06-01,Frozen Foods,4,2,2,32,91.0,576,Thursday,6,0
2023-06-02,Frozen Foods,1,1,1,54,125.0,302,Friday,6,0
2023-06-05,Frozen Foods,3,1,1,61,47.0,320,Monday,6,0
2023-06-07,Frozen Foods,1,1,1,38,31.0,320,Wednesday,6,0
2023-06-08,Frozen Foods,2,1,1,61,127.0,294,Thursday,6,0
2023-06-09,Frozen Foods,1,1,1,53,21.0,298,Friday,6,0
2023-06-10,Frozen Foods,2,1,1,65,104.0,302,Saturday,6,1
2023-06-11,Frozen Foods,3,2,2,59,91.33,578,Sunday,6,1
2023-06-15,Frozen Foods,3,1,1,27,32.0,292,Thursday,6,0
2023-06-16,Frozen Foods,3,1,1,51,36.0,244,Friday,6,0
2023-06-18,Frozen Foods,3,2,2,65,33.0,548,Sunday,6,1
2023-06-19,Frozen Foods,1,1,1,50,19.0,320,Monday,6,0
2023-06-29,Frozen Foods,1,1,1,56,86.0,292,Thursday,6,0
2023-07-02,Frozen Foods,3,1,1,37,20.0,320,Sunday,7,1
2023-07-05,Frozen Foods,3,1,1,27,79.0,302,Wednesday,7,0
2023-07-06,Frozen Foods,3,1,1,51,35.0,282,Thursday,7,0
2023-07-07,Frozen Foods,4,2,2,72,4.5,640,Friday,7,0
2023-07-09,Frozen Foods,2,1,1,51,8.0,292,Sunday,7,1
2023-07-10,Frozen Foods,2,1,1,34,179.0,286,Monday,7,0
2023-07-14,Frozen Foods,2,1,1,75,20.0,298,Friday,7,0
2023-07-17,Frozen Foods,3,2,2,95,110.33,622,Monday,7,0
2023-07-20,Frozen Foods,7,3,3,127,55.14,888,Thursday,7,0
2023-07-23,Frozen Foods,1,1,1,58,179.0,320,Sunday,7,1
2023-07-24,Frozen Foods,3,1,1,59,178.0,320,Monday,7,0
2023-07-28,Frozen Foods,3,1,1,50,62.0,276,Friday,7,0
2023-07-29,Frozen Foods,3,1,1,60,33.0,300,Saturday,7,1
2023-08-03,Frozen Foods,2,1,1,28,163.0,292,Thursday,8,0
2023-08-08,Frozen Foods,4,2,1,33,58.0,302,Tuesday,8,0
2023-08-09,Frozen Foods,6,2,2,99,97.0,644,Wednesday,8,0
2023-08-12,Frozen Foods,5,2,2,85,99.4,558,Saturday,8,1
2023-08-14,Frozen Foods,3,2,2,109,39.33,594,Monday,8,0
2023-08-17,Frozen Foods,3,1,1,34,166.0,298,Thursday,8,0
2023-08-18,Frozen Foods,3,1,1,20,172.0,282,Friday,8,0
2023-08-21,Frozen Foods,2,1,1,49,138.0,342,Monday,8,0
2023-08-24,Frozen Foods,3,2,2,93,43.0,596,Thursday,8,0
2023-08-25,Frozen Foods,5,2,2,54,138.4,538,Friday,8,0
2023-08-27,Frozen Foods,3,1,1,43,130.0,320,Sunday,8,1
2023-08-30,Frozen Foods,1,1,1,83,23.0,302,Wednesday,8,0
2023-08-31,Frozen Foods,4,2,2,86,90.5,562,Thursday,8,0
2023-09-01,Frozen Foods,6,3,3,136,92.17,882,Friday,9,0
2023-09-03,Frozen Foods,6,2,2,111,78.0,636,Sunday,9,1
2023-09-04,Frozen Foods,3,1,1,44,133.0,304,Monday,9,0
2023-09-05,Frozen Foods,3,1,1,44,135.0,244,Tuesday,9,0
2023-09-07,Frozen Foods,4,2,2,32,74.0,556,Thursday,9,0
2023-09-09,Frozen Foods,2,1,1,49,128.0,304,Saturday,9,1
2023-09-10,Frozen Foods,2,1,1,31,12.0,302,Sunday,9,1
2023-09-12,Frozen Foods,5,2,2,68,150.0,592,Tuesday,9,0
2023-09-13,Frozen Foods,3,1,1,72,9.0,316,Wednesday,9,0
2023-09-14,Frozen Foods,3,1,1,35,8.0,302,Thursday,9,0
2023-09-15,Frozen Foods,2,1,1,74,8.0,292,Friday,9,0
2023-09-16,Frozen Foods,3,1,1,49,143.0,282,Saturday,9,1
2023-09-18,Frozen Foods,1,1,1,66,134.0,298,Monday,9,0
2023-09-20,Frozen Foods,1,1,1,53,139.0,282,Wednesday,9,0
2023-09-22,Frozen Foods,2,1,1,25,105.0,286,Friday,9,0
2023-09-23,Frozen Foods,2,1,1,18,117.0,244,Saturday,9,1
2023-09-25,Frozen Foods,3,1,1,73,127.0,298,Monday,9,0
2023-09-27,Frozen Foods,3,1,1,43,91.0,298,Wednesday,9,0
2023-10-01,Frozen Foods,2,1,1,40,95.0,320,Sunday,10,1
2023-10-02,Frozen Foods,6,2,2,115,145.0,614,Monday,10,0
2023-10-04,Frozen Foods,2,1,1,42,101.0,292,Wednesday,10,0
2023-10-07,Frozen Foods,3,1,1,32,103.0,320,Saturday,10,1
2023-10-08,Frozen Foods,3,1,1,17,142.0,300,Sunday,10,1
2023-10-09,Frozen Foods,4,2,2,76,97.75,530,Monday,10,0
2023-10-10,Frozen Foods,3,1,1,39,163.0,292,Tuesday,10,0
2023-10-11,Frozen Foods,3,1,1,26,80.0,294,Wednesday,10,0
2023-10-16,Frozen Foods,1,1,1,52,179.0,284,Monday,10,0
2023-10-17,Frozen Foods,1,1,1,68,155.0,302,Tuesday,10,0
2023-10-19,Frozen Foods,3,1,1,44,91.0,320,Thursday,10,0
2023-10-24,Frozen Foods,2,1,1,39,67.0,294,Tuesday,10,0
2023-10-27,Frozen Foods,2,1,1,46,71.0,342,Friday,10,0
2023-10-28,Frozen Foods,7,3,3,139,118.0,922,Saturday,10,1
2023-10-31,Frozen Foods,2,1,1,82,141.0,302,Tuesday,10,0
2023-11-02,Frozen Foods,3,1,1,48,58.0,294,Thursday,11,0
2023-11-03,Frozen Foods,3,1,1,24,71.0,292,Friday,11,0
2023-11-06,Frozen Foods,2,1,1,21,158.0,284,Monday,11,0
2023-11-11,Frozen Foods,3,1,1,32,63.0,292,Saturday,11,1
2023-11-12,Frozen Foods,3,2,2,144,62.67,606,Sunday,11,1
2023-11-15,Frozen Foods,2,1,1,47,50.0,320,Wednesday,11,0
2023-11-16,Frozen Foods,3,1,1,31,51.0,342,Thursday,11,0
2023-11-17,Frozen Foods,3,1,1,49,48.0,320,Friday,11,0
2023-11-19,Frozen Foods,1,1,1,38,122.0,302,Sunday,11,1
2023-11-21,Frozen Foods,2,1,1,33,58.0,244,Tuesday,11,0
2023-11-22,Frozen Foods,2,1,1,86,44.0,286,Wednesday,11,0
2023-11-23,Frozen Foods,3,1,1,42,118.0,302,Thursday,11,0
2023-11-25,Frozen Foods,3,1,1,54,129.0,302,Saturday,11,1
2023-11-27,Frozen Foods,1,1,1,61,64.0,298,Monday,11,0
2023-11-29,Frozen Foods,3,1,1,49,69.0,282,Wednesday,11,0
2023-11-30,Frozen Foods,4,2,1,45,37.0,342,Thursday,11,0
2023-12-02,Frozen Foods,2,1,1,37,47.0,320,Saturday,12,1
2023-12-03,Frozen Foods,3,1,1,45,46.0,244,Sunday,12,1
2023-12-05,Frozen Foods,2,1,1,47,44.0,244,Tuesday,12,0
2023-12-10,Frozen Foods,4,2,2,126,42.0,542,Sunday,12,1
2023-12-11,Frozen Foods,2,1,1,21,26.0,342,Monday,12,0
2023-12-12,Frozen Foods,6,2,2,69,34.5,536,Tuesday,12,0
2023-12-14,Frozen Foods,3,1,1,53,32.0,304,Thursday,12,0
2023-12-20,Frozen Foods,3,1,1,33,48.0,282,Wednesday,12,0
2023-12-23,Frozen Foods,1,1,1,53,89.0,292,Saturday,12,1
2023-12-25,Frozen Foods,3,1,1,40,99.0,302,Monday,12,0
2024-01-01,Frozen Foods,1,1,1,67,17.0,320,Monday,1,0
2024-01-03,Frozen Foods,1,1,1,37,10.0,292,Wednesday,1,0
2024-01-07,Frozen Foods,5,2,2,82,78.0,584,Sunday,1,1
2024-01-08,Frozen Foods,2,1,1,50,177.0,286,Monday,1,0
2024-01-10,Frozen Foods,5,2,2,96,45.8,612,Wednesday,1,0
2024-01-16,Frozen Foods,2,1,1,36,14.0,298,Tuesday,1,0
2024-01-17,Frozen Foods,1,1,1,51,176.0,292,Wednesday,1,0
2024-01-18,Frozen Foods,1,1,1,35,166.0,320,Thursday,1,0
2024-01-23,Frozen Foods,6,2,2,92,168.0,564,Tuesday,1,0
2024-01-24,Frozen Foods,3,1,1,58,169.0,292,Wednesday,1,0
2024-01-25,Frozen Foods,1,1,1,49,78.0,284,Thursday,1,0
2024-01-26,Frozen Foods,1,1,1,46,4.0,298,Friday,1,0
2024-01-30,Frozen Foods,1,1,1,47,154.0,320,Tuesday,1,0
2024-01-31,Frozen Foods,1,1,1,73,154.0,286,Wednesday,1,0
2024-02-01,Frozen Foods,1,1,1,18,161.0,292,Thursday,2,0
2024-02-02,Frozen Foods,1,1,1,46,47.0,316,Friday,2,0
2024-02-04,Frozen Foods,5,2,2,81,41.0,584,Sunday,2,1
2024-02-07,Frozen Foods,2,1,1,55,42.0,302,Wednesday,2,0
2024-02-11,Frozen Foods,1,1,1,48,144.0,342,Sunday,2,1
2024-02-13,Frozen Foods,6,2,2,107,84.5,590,Tuesday,2,0
2024-02-16,Frozen Foods,1,1,1,36,39.0,276,Friday,2,0
2024-02-17,Frozen Foods,3,2,2,94,97.0,556,Saturday,2,1
2024-02-18,Frozen Foods,1,1,1,20,137.0,342,Sunday,2,1
2024-02-20,Frozen Foods,6,2,2,62,82.0,578,Tuesday,2,0
2024-02-23,Frozen Foods,5,2,2,90,112.4,592,Friday,2,0
2024-02-24,Frozen Foods,1,1,1,42,3.0,300,Saturday,2,1
2024-02-27,Frozen Foods,1,1,1,45,180.0,300,Tuesday,2,0
2024-02-28,Frozen Foods,3,1,1,45,134.0,292,Wednesday,2,0
2024-03-02,Frozen Foods,2,1,1,21,123.0,286,Saturday,3,1
2024-03-04,Frozen Foods,2,2,2,130,19.0,592,Monday,3,0
2024-03-05,Frozen Foods,1,1,1,43,130.0,304,Tuesday,3,0
2024-03-07,Frozen Foods,3,1,1,37,150.0,282,Thursday,3,0
2024-03-10,Frozen Foods,4,2,2,50,44.0,566,Sunday,3,1
2024-03-13,Frozen Foods,4,2,2,87,120.75,624,Wednesday,3,0
2024-03-14,Frozen Foods,2,1,1,94,136.0,298,Thursday,3,0
2024-03-19,Frozen Foods,1,1,1,66,159.0,300,Tuesday,3,0
2024-03-21,Frozen Foods,1,1,1,51,136.0,282,Thursday,3,0
2024-03-22,Frozen Foods,3,2,2,61,96.0,592,Friday,3,0
2024-03-31,Frozen Foods,5,3,3,120,73.2,810,Sunday,3,1
2024-04-09,Frozen Foods,1,1,1,41,161.0,292,Tuesday,4,0
2024-04-10,Frozen Foods,7,3,3,138,132.14,912,Wednesday,4,0
2024-04-12,Frozen Foods,2,1,1,42,76.0,294,Friday,4,0
2024-04-13,Frozen Foods,3,1,1,68,94.0,320,Saturday,4,1
2024-04-14,Frozen Foods,2,1,1,41,81.0,342,Sunday,4,1
2024-04-16,Frozen Foods,2,1,1,64,153.0,316,Tuesday,4,0
2024-04-18,Frozen Foods,3,1,1,67,67.0,298,Thursday,4,0
2024-04-19,Frozen Foods,2,1,1,46,76.0,342,Friday,4,0
2024-04-20,Frozen Foods,2,1,1,68,149.0,316,Saturday,4,1
2024-04-26,Frozen Foods,2,1,1,58,144.0,292,Friday,4,0
2024-04-29,Frozen Foods,3,1,1,33,78.0,320,Monday,4,0
2024-04-30,Frozen Foods,5,2,2,53,114.4,596,Tuesday,4,0
2024-05-03,Frozen Foods,3,1,1,54,114.0,300,Friday,5,0
2024-05-04,Frozen Foods,1,1,1,38,73.0,320,Saturday,5,1
2024-05-07,Frozen Foods,1,1,1,14,67.0,304,Tuesday,5,0
