date,food_category,units_sold,order_count,unique_products,estimated_current_stock_simulated,avg_days_to_expiry_simulated,historical_damaged_stock_total,day_of_week,month,is_weekend
2024-01-25,Snacks,2,1,1,55,7.0,288,Thursday,1,0
2024-01-28,Snacks,1,1,1,59,89.0,316,Sunday,1,1
2024-01-29,Snacks,3,1,1,47,25.0,310,Monday,1,0
2024-02-02,Snacks,3,1,1,61,22.0,270,Friday,2,0
2024-02-03,Snacks,2,1,1,38,40.0,296,Saturday,2,1
2024-02-04,Snacks,4,2,2,92,63.5,548,Sunday,2,1
2024-02-08,Snacks,1,1,1,11,16.0,270,Thursday,2,0
2024-02-10,Snacks,3,1,1,13,14.0,270,Saturday,2,1
2024-02-12,Snacks,2,1,1,82,68.0,322,Monday,2,0
2024-02-13,Snacks,1,1,1,55,30.0,314,Tuesday,2,0
2024-02-16,Snacks,3,1,1,25,60.0,328,Friday,2,0
2024-02-17,Snacks,2,1,1,46,30.0,304,Saturday,2,1
2024-02-18,Snacks,2,1,1,80,68.0,316,Sunday,2,1
2024-02-22,Snacks,3,1,1,26,72.0,322,Thursday,2,0
2024-02-23,Snacks,3,1,1,25,40.0,314,Friday,2,0
2024-02-25,Snacks,3,2,1,47,20.0,298,Sunday,2,1
2024-02-26,Snacks,2,1,1,62,84.0,288,Monday,2,0
2024-02-27,Snacks,9,4,4,120,42.44,1192,Tuesday,2,0
2024-02-28,Snacks,3,1,1,40,32.0,292,Wednesday,2,0
2024-02-29,Snacks,2,1,1,32,85.0,270,Thursday,2,0
2024-03-01,Snacks,3,1,1,72,13.0,314,Friday,3,0
2024-03-03,Snacks,4,3,3,186,54.75,926,Sunday,3,1
2024-03-04,Snacks,2,2,2,104,65.0,604,Monday,3,0
2024-03-06,Snacks,1,1,1,47,25.0,292,Wednesday,3,0
2024-03-08,Snacks,3,1,1,21,9.0,278,Friday,3,0
2024-03-10,Snacks,4,2,1,75,71.0,288,Sunday,3,1
2024-03-12,Snacks,2,1,1,70,6.0,304,Tuesday,3,0
2024-03-14,Snacks,3,1,1,47,51.0,322,Thursday,3,0
2024-03-15,Snacks,5,2,2,55,44.2,596,Friday,3,0
2024-03-19,Snacks,3,1,1,50,38.0,316,Tuesday,3,0
2024-03-22,Snacks,3,1,1,22,20.0,296,Friday,3,0
2024-03-27,Snacks,5,2,2,89,46.8,600,Wednesday,3,0
2024-03-31,Snacks,5,2,2,64,39.0,554,Sunday,3,1
2024-04-03,Snacks,1,1,1,47,16.0,306,Wednesday,4,0
2024-04-04,Snacks,1,1,1,39,50.0,284,Thursday,4,0
2024-04-05,Snacks,2,1,1,33,41.0,314,Friday,4,0
2024-04-06,Snacks,1,1,1,28,28.0,322,Saturday,4,1
2024-04-07,Snacks,6,2,2,113,29.5,632,Sunday,4,1
2024-04-08,Snacks,2,2,2,106,28.0,630,Monday,4,0
2024-04-09,Snacks,1,1,1,48,51.0,314,Tuesday,4,0
2024-04-10,Snacks,3,1,1,54,66.0,278,Wednesday,4,0
2024-04-11,Snacks,4,2,2,82,81.75,588,Thursday,4,0
2024-04-12,Snacks,3,1,1,54,19.0,288,Friday,4,0
2024-04-15,Snacks,4,2,2,76,19.25,626,Monday,4,0
2024-04-16,Snacks,1,1,1,45,13.0,270,Tuesday,4,0
2024-04-17,Snacks,1,1,1,19,2.0,306,Wednesday,4,0
2024-04-18,Snacks,2,1,1,72,2.0,322,Thursday,4,0
2024-04-19,Snacks,5,2,2,102,38.8,574,Friday,4,0
2024-04-20,Snacks,6,3,3,173,42.17,938,Saturday,4,1
2024-04-25,Snacks,3,2,2,132,42.67,608,Thursday,4,0
2024-04-28,Snacks,3,1,1,57,62.0,292,Sunday,4,1
2024-04-29,Snacks,2,1,1,66,46.0,298,Monday,4,0
2024-04-30,Snacks,3,1,1,47,63.0,314,Tuesday,4,0
2024-05-02,Snacks,1,1,1,24,43.0,298,Thursday,5,0
2024-05-04,Snacks,2,1,1,33,29.0,304,Saturday,5,1
