date,food_category,units_sold,order_count,unique_products,estimated_current_stock_simulated,avg_days_to_expiry_simulated,historical_damaged_stock_total,day_of_week,month,is_weekend
2023-07-06,Fruits,1,1,1,57,3.0,326,Thursday,7,0
2023-07-08,Fruits,2,1,1,28,2.0,292,Saturday,7,1
2023-07-10,Fruits,2,1,1,65,2.0,326,Monday,7,0
2023-07-15,Fruits,3,1,1,24,1.0,284,Saturday,7,1
2023-07-19,Fruits,3,1,1,39,3.0,292,Wednesday,7,0
2023-07-20,Fruits,3,1,1,29,1.0,340,Thursday,7,0
2023-07-22,Fruits,2,1,1,26,2.0,294,Saturday,7,1
2023-07-26,Fruits,3,1,1,41,1.0,264,Wednesday,7,0
2023-07-27,Fruits,3,1,1,44,3.0,300,Thursday,7,0
2023-07-29,Fruits,8,4,4,211,1.75,1252,Saturday,7,1
2023-08-02,Fruits,1,1,1,37,3.0,294,Wednesday,8,0
2023-08-03,Fruits,3,1,1,34,2.0,300,Thursday,8,0
2023-08-05,Fruits,3,1,1,36,3.0,300,Saturday,8,1
2023-08-06,Fruits,1,1,1,37,2.0,300,Sunday,8,1
2023-08-07,Fruits,3,1,1,58,1.0,318,Monday,8,0
2023-08-08,Fruits,2,1,1,47,2.0,276,Tuesday,8,0
2023-08-09,Fruits,1,1,1,30,2.0,280,Wednesday,8,0
2023-08-10,Fruits,3,2,2,76,2.33,578,Thursday,8,0
2023-08-12,Fruits,1,1,1,26,2.0,326,Saturday,8,1
2023-08-14,Fruits,2,2,2,124,1.5,616,Monday,8,0
2023-08-17,Fruits,2,1,1,40,2.0,320,Thursday,8,0
2023-08-18,Fruits,4,2,2,80,2.0,602,Friday,8,0
2023-08-19,Fruits,4,2,2,134,1.0,650,Saturday,8,1
2023-08-20,Fruits,4,2,2,107,1.5,602,Sunday,8,1
2023-08-21,Fruits,9,3,2,147,2.0,618,Monday,8,0
2023-08-22,Fruits,1,1,1,62,1.0,340,Tuesday,8,0
2023-08-23,Fruits,2,2,2,121,2.5,610,Wednesday,8,0
2023-08-24,Fruits,5,2,2,139,2.2,620,Thursday,8,0
2023-08-26,Fruits,3,2,2,91,2.33,544,Saturday,8,1
2023-08-27,Fruits,1,1,1,33,2.0,298,Sunday,8,1
2023-08-28,Fruits,3,1,1,41,3.0,276,Monday,8,0
2023-08-29,Fruits,6,3,3,184,2.33,890,Tuesday,8,0
2023-08-30,Fruits,3,1,1,78,3.0,288,Wednesday,8,0
2023-09-01,Fruits,2,2,2,127,2.0,632,Friday,9,0
2023-09-02,Fruits,3,1,1,77,1.0,310,Saturday,9,1
2023-09-05,Fruits,5,2,2,84,2.4,600,Tuesday,9,0
2023-09-06,Fruits,2,1,1,50,1.0,302,Wednesday,9,0
2023-09-07,Fruits,3,1,1,68,3.0,288,Thursday,9,0
2023-09-08,Fruits,3,1,1,50,3.0,292,Friday,9,0
2023-09-10,Fruits,6,3,3,163,2.67,890,Sunday,9,1
2023-09-11,Fruits,2,1,1,22,2.0,310,Monday,9,0
2023-09-12,Fruits,3,1,1,64,1.0,280,Tuesday,9,0
2023-09-14,Fruits,3,1,1,58,2.0,302,Thursday,9,0
2023-09-16,Fruits,7,3,3,117,2.29,850,Saturday,9,1
2023-09-20,Fruits,3,2,2,114,2.67,610,Wednesday,9,0
2023-09-21,Fruits,3,1,1,39,1.0,318,Thursday,9,0
2023-09-22,Fruits,1,1,1,33,3.0,310,Friday,9,0
2023-09-25,Fruits,3,1,1,49,1.0,318,Monday,9,0
2023-09-26,Fruits,3,1,1,70,2.0,302,Tuesday,9,0
2023-09-27,Fruits,1,1,1,64,1.0,298,Wednesday,9,0
2023-09-28,Fruits,4,2,2,100,2.0,634,Thursday,9,0
2023-09-29,Fruits,2,1,1,90,2.0,288,Friday,9,0
2023-09-30,Fruits,3,1,1,46,2.0,306,Saturday,9,1
2023-10-02,Fruits,3,1,1,31,2.0,328,Monday,10,0
2023-10-03,Fruits,6,2,2,129,1.0,626,Tuesday,10,0
2023-10-04,Fruits,4,2,2,104,2.0,608,Wednesday,10,0
2023-10-08,Fruits,1,1,1,83,2.0,326,Sunday,10,1
2023-10-09,Fruits,2,1,1,53,1.0,280,Monday,10,0
2023-10-10,Fruits,6,3,2,140,2.67,634,Tuesday,10,0
2023-10-11,Fruits,3,2,2,65,2.67,572,Wednesday,10,0
2023-10-12,Fruits,3,1,1,60,1.0,300,Thursday,10,0
2023-10-13,Fruits,2,1,1,35,2.0,276,Friday,10,0
2023-10-14,Fruits,4,2,2,125,2.0,640,Saturday,10,1
2023-10-15,Fruits,2,2,2,123,1.5,598,Sunday,10,1
2023-10-17,Fruits,9,3,3,139,2.0,848,Tuesday,10,0
2023-10-19,Fruits,1,1,1,37,1.0,272,Thursday,10,0
2023-10-20,Fruits,3,1,1,41,2.0,298,Friday,10,0
2023-10-21,Fruits,3,1,1,40,1.0,294,Saturday,10,1
2023-10-22,Fruits,2,1,1,50,3.0,302,Sunday,10,1
2023-10-23,Fruits,4,2,2,89,2.75,608,Monday,10,0
2023-10-24,Fruits,1,1,1,36,3.0,320,Tuesday,10,0
2023-10-25,Fruits,2,1,1,31,3.0,280,Wednesday,10,0
2023-10-30,Fruits,5,2,2,78,1.0,638,Monday,10,0
2023-11-01,Fruits,1,1,1,81,1.0,310,Wednesday,11,0
2023-11-02,Fruits,2,2,2,79,2.5,560,Thursday,11,0
2023-11-04,Fruits,3,1,1,64,2.0,328,Saturday,11,1
2023-11-06,Fruits,2,1,1,43,3.0,280,Monday,11,0
2023-11-09,Fruits,2,1,1,68,3.0,288,Thursday,11,0
2023-11-10,Fruits,5,2,2,167,2.4,598,Friday,11,0
2023-11-12,Fruits,2,1,1,20,1.0,318,Sunday,11,1
2023-11-13,Fruits,2,1,1,35,2.0,264,Monday,11,0
2023-11-15,Fruits,3,1,1,87,3.0,310,Wednesday,11,0
2023-11-17,Fruits,3,1,1,45,1.0,340,Friday,11,0
2023-11-20,Fruits,1,1,1,26,1.0,298,Monday,11,0
2023-11-21,Fruits,1,1,1,31,1.0,306,Tuesday,11,0
2023-11-22,Fruits,1,1,1,50,2.0,340,Wednesday,11,0
2023-11-25,Fruits,2,1,1,34,2.0,328,Saturday,11,1
2023-11-30,Fruits,4,2,2,96,2.5,594,Thursday,11,0
2023-12-01,Fruits,1,1,1,90,2.0,288,Friday,12,0
2023-12-05,Fruits,2,2,2,84,1.0,598,Tuesday,12,0
2023-12-06,Fruits,6,2,2,103,2.0,630,Wednesday,12,0
2023-12-07,Fruits,5,3,3,163,1.8,948,Thursday,12,0
2023-12-08,Fruits,4,2,2,74,2.25,558,Friday,12,0
2023-12-09,Fruits,11,6,6,222,2.27,1820,Saturday,12,1
2023-12-10,Fruits,3,2,2,49,2.33,596,Sunday,12,1
2023-12-13,Fruits,1,1,1,67,1.0,310,Wednesday,12,0
2023-12-15,Fruits,4,2,2,85,3.0,568,Friday,12,0
2023-12-17,Fruits,4,2,1,79,1.0,326,Sunday,12,1
2023-12-19,Fruits,3,1,1,50,3.0,272,Tuesday,12,0
2023-12-20,Fruits,2,1,1,49,1.0,280,Wednesday,12,0
2023-12-21,Fruits,8,4,4,210,2.5,1214,Thursday,12,0
2023-12-25,Fruits,3,1,1,64,2.0,328,Monday,12,0
2023-12-26,Fruits,1,1,1,20,2.0,284,Tuesday,12,0
2023-12-27,Fruits,1,1,1,30,1.0,308,Wednesday,12,0
2023-12-31,Fruits,1,1,1,71,3.0,306,Sunday,12,1
2024-01-01,Fruits,3,1,1,51,1.0,300,Monday,1,0
2024-01-04,Fruits,2,2,2,141,1.0,606,Thursday,1,0
2024-01-07,Fruits,3,1,1,43,3.0,276,Sunday,1,1
2024-01-08,Fruits,2,1,1,30,3.0,280,Monday,1,0
2024-01-09,Fruits,2,1,1,67,2.0,308,Tuesday,1,0
2024-01-10,Fruits,5,2,2,69,1.8,544,Wednesday,1,0
2024-01-11,Fruits,2,1,1,82,1.0,306,Thursday,1,0
2024-01-12,Fruits,1,1,1,16,3.0,292,Friday,1,0
2024-01-23,Fruits,2,1,1,44,3.0,298,Tuesday,1,0
2024-01-24,Fruits,3,1,1,46,2.0,326,Wednesday,1,0
2024-01-26,Fruits,4,2,2,111,2.0,578,Friday,1,0
2024-01-29,Fruits,6,2,2,90,3.0,588,Monday,1,0
2024-01-30,Fruits,2,1,1,42,2.0,318,Tuesday,1,0
2024-01-31,Fruits,3,2,2,67,1.67,610,Wednesday,1,0
2024-02-02,Fruits,2,1,1,14,2.0,310,Friday,2,0
2024-02-03,Fruits,5,2,2,94,1.4,612,Saturday,2,1
2024-02-09,Fruits,3,1,1,68,1.0,302,Friday,2,0
2024-02-10,Fruits,9,3,3,135,3.0,936,Saturday,2,1
2024-02-11,Fruits,6,2,2,69,3.0,614,Sunday,2,1
2024-02-16,Fruits,2,2,2,84,2.5,608,Friday,2,0
2024-02-19,Fruits,4,2,1,33,3.0,300,Monday,2,0
2024-02-20,Fruits,1,1,1,47,2.0,264,Tuesday,2,0
2024-02-21,Fruits,4,2,2,72,2.0,598,Wednesday,2,0
2024-02-23,Fruits,1,1,1,36,2.0,302,Friday,2,0
2024-02-24,Fruits,3,2,2,104,1.0,588,Saturday,2,1
2024-02-25,Fruits,1,1,1,62,1.0,288,Sunday,2,1
2024-02-28,Fruits,3,1,1,82,3.0,326,Wednesday,2,0
2024-03-01,Fruits,2,1,1,21,3.0,320,Friday,3,0
2024-03-04,Fruits,3,2,2,132,1.0,628,Monday,3,0
2024-03-06,Fruits,1,1,1,38,1.0,314,Wednesday,3,0
2024-03-07,Fruits,3,1,1,79,1.0,318,Thursday,3,0
2024-03-10,Fruits,8,3,3,173,1.38,930,Sunday,3,1
2024-03-14,Fruits,2,1,1,49,3.0,298,Thursday,3,0
2024-03-15,Fruits,1,1,1,37,2.0,308,Friday,3,0
2024-03-16,Fruits,2,1,1,36,3.0,320,Saturday,3,1
2024-03-18,Fruits,1,1,1,29,2.0,326,Monday,3,0
2024-03-21,Fruits,3,1,1,49,2.0,328,Thursday,3,0
2024-03-23,Fruits,1,1,1,65,3.0,302,Saturday,3,1
2024-03-24,Fruits,2,1,1,41,2.0,300,Sunday,3,1
2024-03-26,Fruits,1,1,1,19,3.0,340,Tuesday,3,0
2024-03-27,Fruits,7,4,3,156,2.57,852,Wednesday,3,0
2024-03-28,Fruits,3,1,1,48,3.0,320,Thursday,3,0
2024-03-29,Fruits,5,2,2,86,3.0,620,Friday,3,0
2024-03-31,Fruits,5,3,3,188,1.2,910,Sunday,3,1
2024-04-02,Fruits,1,1,1,44,2.0,326,Tuesday,4,0
2024-04-05,Fruits,2,1,1,62,3.0,272,Friday,4,0
2024-04-06,Fruits,2,1,1,25,2.0,308,Saturday,4,1
2024-04-08,Fruits,2,1,1,40,3.0,284,Monday,4,0
2024-04-09,Fruits,1,1,1,24,2.0,292,Tuesday,4,0
2024-04-10,Fruits,2,1,1,69,3.0,328,Wednesday,4,0
2024-04-14,Fruits,2,1,1,29,1.0,320,Sunday,4,1
2024-04-17,Fruits,2,1,1,56,2.0,318,Wednesday,4,0
2024-04-18,Fruits,2,2,2,100,2.0,514,Thursday,4,0
2024-04-21,Fruits,1,1,1,74,1.0,308,Sunday,4,1
2024-04-22,Fruits,5,3,3,149,2.6,890,Monday,4,0
2024-04-23,Fruits,4,2,2,74,2.0,626,Tuesday,4,0
2024-04-26,Fruits,1,1,1,45,3.0,308,Friday,4,0
2024-04-27,Fruits,2,1,1,62,3.0,250,Saturday,4,1
2024-04-29,Fruits,1,1,1,66,2.0,280,Monday,4,0
2024-04-30,Fruits,1,1,1,78,1.0,300,Tuesday,4,0
2024-05-02,Fruits,3,1,1,60,3.0,306,Thursday,5,0
2024-05-03,Fruits,9,3,3,153,1.0,880,Friday,5,0
2024-05-04,Fruits,1,1,1,58,3.0,340,Saturday,5,1
2024-05-07,Fruits,2,1,1,34,2.0,276,Tuesday,5,0
