date,food_category,units_sold,order_count,unique_products,estimated_current_stock_simulated,avg_days_to_expiry_simulated,historical_damaged_stock_total,day_of_week,month,is_weekend
2023-06-08,Dry Goods,2,1,1,55,266.0,280,Thursday,6,0
2023-06-09,Dry Goods,2,1,1,22,38.0,300,Friday,6,0
2023-06-13,Dry Goods,2,1,1,31,263.0,326,Tuesday,6,0
2023-06-14,Dry Goods,3,1,1,53,218.0,290,Wednesday,6,0
2023-06-15,Dry Goods,1,1,1,35,50.0,304,Thursday,6,0
2023-06-18,Dry Goods,2,2,2,62,45.5,610,Sunday,6,1
2023-06-20,Dry Goods,4,2,2,95,92.25,624,Tuesday,6,0
2023-06-26,Dry Goods,4,2,2,112,203.25,572,Monday,6,0
2023-06-27,Dry Goods,3,1,1,60,364.0,310,Tuesday,6,0
2023-06-28,Dry Goods,1,1,1,46,248.0,326,Wednesday,6,0
2023-06-29,Dry Goods,2,1,1,35,190.0,314,Thursday,6,0
2023-06-30,Dry Goods,2,1,1,43,17.0,300,Friday,6,0
2023-07-01,Dry Goods,1,1,1,60,97.0,272,Saturday,7,1
2023-07-05,Dry Goods,3,1,1,54,128.0,322,Wednesday,7,0
2023-07-08,Dry Goods,2,1,1,48,159.0,268,Saturday,7,1
2023-07-09,Dry Goods,3,1,1,21,89.0,272,Sunday,7,1
2023-07-12,Dry Goods,2,1,1,48,177.0,314,Wednesday,7,0
2023-07-13,Dry Goods,2,1,1,76,348.0,310,Thursday,7,0
2023-07-22,Dry Goods,3,2,2,139,211.67,670,Saturday,7,1
2023-07-23,Dry Goods,2,2,2,126,169.5,640,Sunday,7,1
2023-07-24,Dry Goods,2,1,1,31,109.0,322,Monday,7,0
2023-07-27,Dry Goods,1,1,1,90,334.0,310,Thursday,7,0
2023-07-28,Dry Goods,1,1,1,52,257.0,330,Friday,7,0
2023-07-29,Dry Goods,2,1,1,76,180.0,344,Saturday,7,1
2023-07-30,Dry Goods,3,2,2,81,193.33,616,Sunday,7,1
2023-08-01,Dry Goods,2,1,1,35,170.0,290,Tuesday,8,0
2023-08-05,Dry Goods,2,1,1,24,103.0,314,Saturday,8,1
2023-08-07,Dry Goods,2,2,2,79,202.0,572,Monday,8,0
2023-08-08,Dry Goods,1,1,1,86,170.0,344,Tuesday,8,0
2023-08-09,Dry Goods,2,2,2,113,104.5,600,Wednesday,8,0
2023-08-11,Dry Goods,1,1,1,39,216.0,304,Friday,8,0
2023-08-17,Dry Goods,6,2,2,133,230.0,632,Thursday,8,0
2023-08-20,Dry Goods,3,1,1,52,316.0,318,Sunday,8,1
2023-08-21,Dry Goods,5,2,2,98,203.4,562,Monday,8,0
2023-08-22,Dry Goods,6,3,3,161,222.67,946,Tuesday,8,0
2023-08-25,Dry Goods,3,2,2,124,236.33,516,Friday,8,0
2023-08-27,Dry Goods,2,1,1,63,265.0,306,Sunday,8,1
2023-08-28,Dry Goods,2,1,1,64,264.0,306,Monday,8,0
2023-08-31,Dry Goods,4,2,2,120,263.0,590,Thursday,8,0
2023-09-01,Dry Goods,2,1,1,28,35.0,272,Friday,9,0
2023-09-06,Dry Goods,3,1,1,52,178.0,326,Wednesday,9,0
2023-09-07,Dry Goods,5,2,2,78,315.4,614,Thursday,9,0
2023-09-08,Dry Goods,2,1,1,56,73.0,306,Friday,9,0
2023-09-09,Dry Goods,3,1,1,35,118.0,314,Saturday,9,1
2023-09-10,Dry Goods,2,1,1,20,328.0,304,Sunday,9,1
2023-09-11,Dry Goods,1,1,1,65,288.0,310,Monday,9,0
2023-09-12,Dry Goods,3,1,1,65,308.0,300,Tuesday,9,0
2023-09-13,Dry Goods,2,1,1,12,25.0,286,Wednesday,9,0
2023-09-15,Dry Goods,6,2,2,144,216.0,556,Friday,9,0
2023-09-17,Dry Goods,2,1,1,44,19.0,272,Sunday,9,1
2023-09-18,Dry Goods,3,1,1,85,243.0,306,Monday,9,0
2023-09-19,Dry Goods,3,1,1,84,163.0,280,Tuesday,9,0
2023-09-20,Dry Goods,1,1,1,36,203.0,330,Wednesday,9,0
2023-09-21,Dry Goods,5,3,3,185,259.4,916,Thursday,9,0
2023-09-22,Dry Goods,3,1,1,74,125.0,344,Friday,9,0
2023-09-23,Dry Goods,6,3,3,176,90.67,870,Saturday,9,1
2023-09-24,Dry Goods,5,2,2,123,51.0,628,Sunday,9,1
2023-09-27,Dry Goods,1,1,1,43,196.0,330,Wednesday,9,0
2023-09-29,Dry Goods,6,2,2,73,138.5,594,Friday,9,0
2023-09-30,Dry Goods,2,1,1,57,6.0,272,Saturday,9,1
2023-10-03,Dry Goods,1,1,1,60,38.0,322,Tuesday,10,0
2023-10-05,Dry Goods,5,2,2,64,58.4,570,Thursday,10,0
2023-10-06,Dry Goods,2,1,1,85,244.0,276,Friday,10,0
2023-10-11,Dry Goods,1,1,1,32,141.0,280,Wednesday,10,0
2023-10-13,Dry Goods,3,1,1,30,240.0,262,Friday,10,0
2023-10-15,Dry Goods,3,1,1,44,358.0,286,Sunday,10,1
2023-10-16,Dry Goods,1,1,1,62,177.0,330,Monday,10,0
2023-10-24,Dry Goods,3,2,2,100,174.0,580,Tuesday,10,0
2023-10-26,Dry Goods,1,1,1,55,84.0,290,Thursday,10,0
2023-10-28,Dry Goods,2,1,1,35,232.0,308,Saturday,10,1
2023-11-01,Dry Goods,3,1,1,42,339.0,272,Wednesday,11,0
2023-11-03,Dry Goods,2,1,1,59,17.0,306,Friday,11,0
2023-11-04,Dry Goods,1,1,1,64,75.0,290,Saturday,11,1
2023-11-06,Dry Goods,6,2,2,112,155.5,608,Monday,11,0
2023-11-07,Dry Goods,1,1,1,53,3.0,322,Tuesday,11,0
2023-11-10,Dry Goods,2,1,1,20,249.0,300,Friday,11,0
2023-11-12,Dry Goods,3,1,1,35,4.0,314,Sunday,11,1
2023-11-13,Dry Goods,1,1,1,73,66.0,290,Monday,11,0
2023-11-14,Dry Goods,1,1,1,37,2.0,314,Tuesday,11,0
2023-11-15,Dry Goods,3,1,1,63,207.0,262,Wednesday,11,0
2023-11-16,Dry Goods,8,4,4,210,34.25,1182,Thursday,11,0
2023-11-17,Dry Goods,3,1,1,60,106.0,326,Friday,11,0
2023-11-19,Dry Goods,3,2,2,118,192.0,594,Sunday,11,1
2023-11-21,Dry Goods,3,1,1,41,256.0,304,Tuesday,11,0
2023-11-22,Dry Goods,3,1,1,29,140.0,330,Wednesday,11,0
2023-11-24,Dry Goods,3,2,2,147,74.33,670,Friday,11,0
2023-11-25,Dry Goods,3,1,1,86,110.0,304,Saturday,11,1
2023-11-26,Dry Goods,3,2,2,74,156.33,608,Sunday,11,1
2023-11-27,Dry Goods,2,2,2,149,95.0,606,Monday,11,0
2023-11-29,Dry Goods,1,1,1,36,133.0,330,Wednesday,11,0
2023-11-30,Dry Goods,1,1,1,53,351.0,314,Thursday,11,0
2023-12-01,Dry Goods,3,2,2,77,248.67,570,Friday,12,0
2023-12-02,Dry Goods,4,2,2,101,247.5,548,Saturday,12,1
2023-12-03,Dry Goods,2,1,1,36,196.0,308,Sunday,12,1
2023-12-05,Dry Goods,1,1,1,53,272.0,292,Tuesday,12,0
2023-12-06,Dry Goods,5,2,1,79,183.0,276,Wednesday,12,0
2023-12-07,Dry Goods,2,2,2,74,101.0,516,Thursday,12,0
2023-12-09,Dry Goods,3,1,1,37,205.0,318,Saturday,12,1
2023-12-10,Dry Goods,2,2,2,73,173.0,616,Sunday,12,1
2023-12-11,Dry Goods,6,2,2,110,242.0,592,Monday,12,0
2023-12-12,Dry Goods,3,1,1,46,333.0,322,Tuesday,12,0
2023-12-15,Dry Goods,2,1,1,93,177.0,262,Friday,12,0
2023-12-17,Dry Goods,3,1,1,36,362.0,268,Sunday,12,1
2023-12-19,Dry Goods,3,1,1,49,293.0,286,Tuesday,12,0
2023-12-20,Dry Goods,1,1,1,53,335.0,306,Wednesday,12,0
2023-12-21,Dry Goods,3,1,1,62,181.0,248,Thursday,12,0
2023-12-22,Dry Goods,6,2,2,97,91.0,650,Friday,12,0
2023-12-24,Dry Goods,5,3,3,152,222.2,864,Sunday,12,1
2023-12-26,Dry Goods,1,1,1,59,173.0,308,Tuesday,12,0
2023-12-27,Dry Goods,2,1,1,22,165.0,262,Wednesday,12,0
2023-12-30,Dry Goods,5,2,2,121,117.2,636,Saturday,12,1
2023-12-31,Dry Goods,6,3,3,160,176.5,874,Sunday,12,1
2024-01-04,Dry Goods,3,1,1,23,194.0,300,Thursday,1,0
2024-01-05,Dry Goods,1,1,1,68,69.0,304,Friday,1,0
2024-01-07,Dry Goods,3,1,1,30,307.0,322,Sunday,1,1
2024-01-08,Dry Goods,5,3,3,179,280.0,908,Monday,1,0
2024-01-09,Dry Goods,2,1,1,20,315.0,306,Tuesday,1,0
2024-01-10,Dry Goods,3,1,1,65,8.0,290,Wednesday,1,0
2024-01-11,Dry Goods,4,2,2,85,286.0,560,Thursday,1,0
2024-01-14,Dry Goods,5,2,2,85,120.6,644,Sunday,1,1
2024-01-15,Dry Goods,5,2,2,86,209.2,592,Monday,1,0
2024-01-17,Dry Goods,6,3,3,113,209.83,866,Wednesday,1,0
2024-01-18,Dry Goods,2,1,1,78,7.0,344,Thursday,1,0
2024-01-20,Dry Goods,5,2,2,74,211.8,534,Saturday,1,1
2024-01-22,Dry Goods,1,1,1,41,176.0,300,Monday,1,0
2024-01-24,Dry Goods,3,1,1,41,159.0,318,Wednesday,1,0
2024-01-25,Dry Goods,2,1,1,65,37.0,326,Thursday,1,0
2024-01-30,Dry Goods,2,1,1,34,44.0,304,Tuesday,1,0
2024-01-31,Dry Goods,1,1,1,32,250.0,286,Wednesday,1,0
2024-02-02,Dry Goods,3,1,1,59,128.0,262,Friday,2,0
2024-02-03,Dry Goods,3,2,2,106,207.33,624,Saturday,2,1
2024-02-04,Dry Goods,2,1,1,43,244.0,272,Sunday,2,1
2024-02-05,Dry Goods,2,1,1,73,122.0,276,Monday,2,0
2024-02-06,Dry Goods,3,1,1,60,277.0,322,Tuesday,2,0
2024-02-07,Dry Goods,3,1,1,30,310.0,268,Wednesday,2,0
2024-02-08,Dry Goods,6,3,3,123,172.17,920,Thursday,2,0
2024-02-09,Dry Goods,4,2,2,106,286.75,566,Friday,2,0
2024-02-10,Dry Goods,4,3,3,110,142.5,922,Saturday,2,1
2024-02-11,Dry Goods,2,1,1,79,116.0,276,Sunday,2,1
2024-02-13,Dry Goods,1,1,1,33,311.0,264,Tuesday,2,0
2024-02-15,Dry Goods,3,2,2,135,117.33,594,Thursday,2,0
2024-02-16,Dry Goods,4,2,2,118,69.0,592,Friday,2,0
2024-02-17,Dry Goods,2,1,1,49,123.0,248,Saturday,2,1
2024-02-20,Dry Goods,3,1,1,40,304.0,264,Tuesday,2,0
2024-02-21,Dry Goods,5,2,2,86,233.6,648,Wednesday,2,0
2024-02-24,Dry Goods,6,2,2,155,195.5,616,Saturday,2,1
2024-02-26,Dry Goods,7,3,3,125,138.14,932,Monday,2,0
2024-02-27,Dry Goods,6,2,2,130,92.0,568,Tuesday,2,0
2024-03-04,Dry Goods,2,1,1,68,306.0,314,Monday,3,0
2024-03-05,Dry Goods,3,1,1,35,93.0,276,Tuesday,3,0
2024-03-08,Dry Goods,2,1,1,69,103.0,248,Friday,3,0
2024-03-09,Dry Goods,1,1,1,30,210.0,272,Saturday,3,1
2024-03-10,Dry Goods,3,1,1,40,88.0,276,Sunday,3,1
2024-03-13,Dry Goods,5,2,2,138,303.0,608,Wednesday,3,0
2024-03-15,Dry Goods,8,3,3,140,193.25,942,Friday,3,0
2024-03-16,Dry Goods,2,2,2,126,222.5,580,Saturday,3,1
2024-03-18,Dry Goods,3,1,1,79,93.0,248,Monday,3,0
2024-03-19,Dry Goods,3,1,1,47,167.0,292,Tuesday,3,0
2024-03-21,Dry Goods,5,2,2,108,238.4,602,Thursday,3,0
2024-03-22,Dry Goods,2,2,1,85,308.0,344,Friday,3,0
2024-03-23,Dry Goods,4,2,2,74,287.75,572,Saturday,3,1
2024-03-27,Dry Goods,2,1,1,46,81.0,308,Wednesday,3,0
2024-04-02,Dry Goods,1,1,1,63,65.0,276,Tuesday,4,0
2024-04-03,Dry Goods,3,1,1,22,122.0,304,Wednesday,4,0
2024-04-04,Dry Goods,2,1,1,84,288.0,290,Thursday,4,0
2024-04-07,Dry Goods,6,3,3,111,157.33,904,Sunday,4,1
2024-04-09,Dry Goods,3,1,1,28,116.0,304,Tuesday,4,0
2024-04-10,Dry Goods,4,2,2,88,329.5,636,Wednesday,4,0
2024-04-11,Dry Goods,3,1,1,33,144.0,292,Thursday,4,0
2024-04-12,Dry Goods,5,2,2,139,62.6,586,Friday,4,0
2024-04-13,Dry Goods,2,1,1,36,266.0,314,Saturday,4,1
2024-04-14,Dry Goods,3,2,2,47,208.67,562,Sunday,4,1
2024-04-15,Dry Goods,3,1,1,36,65.0,248,Monday,4,0
2024-04-16,Dry Goods,3,1,1,95,32.0,306,Tuesday,4,0
2024-04-18,Dry Goods,2,1,1,50,172.0,286,Thursday,4,0
2024-04-19,Dry Goods,1,1,1,53,51.0,262,Friday,4,0
2024-04-20,Dry Goods,3,1,1,35,57.0,308,Saturday,4,1
2024-04-23,Dry Goods,2,1,1,42,352.0,330,Tuesday,4,0
2024-04-24,Dry Goods,3,1,1,48,68.0,318,Wednesday,4,0
2024-04-25,Dry Goods,3,1,1,28,311.0,326,Thursday,4,0
2024-04-27,Dry Goods,2,1,1,39,21.0,306,Saturday,4,1
2024-05-02,Dry Goods,1,1,1,68,316.0,304,Thursday,5,0
2024-05-03,Dry Goods,6,3,3,158,112.83,870,Friday,5,0
2024-05-06,Dry Goods,2,2,2,65,112.0,590,Monday,5,0
2024-05-07,Dry Goods,3,1,1,51,255.0,290,Tuesday,5,0
