date,food_category,units_sold,order_count,unique_products,estimated_current_stock_simulated,avg_days_to_expiry_simulated,historical_damaged_stock_total,day_of_week,month,is_weekend
2023-06-07,Dairy,4,2,2,53,3.0,544,Wednesday,6,0
2023-06-09,Dairy,1,1,1,34,6.0,304,Friday,6,0
2023-06-10,Dairy,1,1,1,37,1.0,308,Saturday,6,1
2023-06-11,Dairy,2,1,1,71,4.0,316,Sunday,6,1
2023-06-12,Dairy,1,1,1,58,2.0,292,Monday,6,0
2023-06-13,Dairy,1,1,1,50,4.0,298,Tuesday,6,0
2023-06-14,Dairy,10,4,4,236,3.9,1222,Wednesday,6,0
2023-06-15,Dairy,3,2,2,89,1.67,580,Thursday,6,0
2023-06-16,Dairy,3,1,1,23,7.0,286,Friday,6,0
2023-06-17,Dairy,1,1,1,55,2.0,272,Saturday,6,1
2023-06-21,Dairy,4,2,2,74,4.5,560,Wednesday,6,0
2023-06-22,Dairy,2,1,1,44,1.0,282,Thursday,6,0
2023-06-23,Dairy,3,1,1,37,3.0,240,Friday,6,0
2023-06-24,Dairy,2,2,2,30,3.0,600,Saturday,6,1
2023-06-30,Dairy,3,1,1,66,4.0,308,Friday,6,0
2023-07-01,Dairy,1,1,1,53,6.0,282,Saturday,7,1
2023-07-02,Dairy,3,1,1,22,4.0,304,Sunday,7,1
2023-07-04,Dairy,3,1,1,56,3.0,282,Tuesday,7,0
2023-07-05,Dairy,2,1,1,26,6.0,304,Wednesday,7,0
2023-07-08,Dairy,1,1,1,42,7.0,302,Saturday,7,1
2023-07-09,Dairy,3,2,2,112,5.0,578,Sunday,7,1
2023-07-10,Dairy,2,1,1,43,2.0,292,Monday,7,0
2023-07-12,Dairy,2,1,1,33,6.0,296,Wednesday,7,0
2023-07-13,Dairy,1,1,1,73,6.0,276,Thursday,7,0
2023-07-14,Dairy,1,1,1,43,1.0,280,Friday,7,0
2023-07-17,Dairy,3,1,1,29,5.0,276,Monday,7,0
2023-07-18,Dairy,5,3,3,146,3.0,886,Tuesday,7,0
2023-07-20,Dairy,5,2,2,53,4.0,612,Thursday,7,0
2023-07-24,Dairy,3,2,2,120,3.33,600,Monday,7,0
2023-07-25,Dairy,5,4,4,173,5.4,1240,Tuesday,7,0
2023-07-26,Dairy,3,2,2,98,1.33,622,Wednesday,7,0
2023-07-27,Dairy,4,2,2,150,2.0,548,Thursday,7,0
2023-07-28,Dairy,8,4,4,134,2.88,1236,Friday,7,0
2023-07-31,Dairy,3,2,2,61,2.33,584,Monday,7,0
2023-08-01,Dairy,7,4,4,191,4.29,1222,Tuesday,8,0
2023-08-03,Dairy,2,1,1,46,2.0,322,Thursday,8,0
2023-08-05,Dairy,1,1,1,69,4.0,292,Saturday,8,1
2023-08-06,Dairy,3,1,1,70,5.0,268,Sunday,8,1
2023-08-07,Dairy,1,1,1,59,1.0,304,Monday,8,0
2023-08-10,Dairy,2,1,1,75,2.0,302,Thursday,8,0
2023-08-12,Dairy,2,1,1,55,7.0,276,Saturday,8,1
2023-08-13,Dairy,3,1,1,30,6.0,322,Sunday,8,1
2023-08-15,Dairy,4,2,2,70,5.0,600,Tuesday,8,0
2023-08-16,Dairy,3,1,1,37,7.0,292,Wednesday,8,0
2023-08-18,Dairy,3,1,1,39,7.0,308,Friday,8,0
2023-08-19,Dairy,5,2,2,106,2.0,580,Saturday,8,1
2023-08-22,Dairy,2,1,1,80,2.0,316,Tuesday,8,0
2023-08-23,Dairy,4,2,2,127,6.75,582,Wednesday,8,0
2023-08-24,Dairy,8,4,4,232,4.38,1222,Thursday,8,0
2023-08-26,Dairy,12,5,5,195,2.67,1522,Saturday,8,1
2023-08-27,Dairy,2,1,1,62,5.0,282,Sunday,8,1
2023-08-28,Dairy,3,1,1,57,2.0,286,Monday,8,0
2023-08-29,Dairy,3,2,2,108,4.0,580,Tuesday,8,0
2023-08-31,Dairy,2,1,1,63,5.0,280,Thursday,8,0
2023-09-04,Dairy,1,1,1,50,3.0,302,Monday,9,0
2023-09-05,Dairy,7,3,3,210,5.0,904,Tuesday,9,0
2023-09-07,Dairy,1,1,1,39,1.0,286,Thursday,9,0
2023-09-08,Dairy,3,2,2,118,2.0,600,Friday,9,0
2023-09-09,Dairy,7,4,4,191,3.86,1136,Saturday,9,1
2023-09-10,Dairy,4,2,2,89,4.0,612,Sunday,9,1
2023-09-11,Dairy,1,1,1,37,3.0,316,Monday,9,0
2023-09-12,Dairy,3,1,1,26,1.0,276,Tuesday,9,0
2023-09-13,Dairy,3,1,1,83,5.0,308,Wednesday,9,0
2023-09-14,Dairy,4,2,2,108,4.25,584,Thursday,9,0
2023-09-15,Dairy,3,1,1,59,7.0,268,Friday,9,0
2023-09-19,Dairy,2,1,1,41,7.0,296,Tuesday,9,0
2023-09-20,Dairy,6,2,2,75,2.0,594,Wednesday,9,0
2023-09-21,Dairy,3,2,2,103,4.33,520,Thursday,9,0
2023-09-22,Dairy,2,1,1,82,2.0,292,Friday,9,0
2023-09-23,Dairy,6,3,3,82,4.33,914,Saturday,9,1
2023-09-28,Dairy,1,1,1,25,7.0,302,Thursday,9,0
2023-09-30,Dairy,4,2,2,111,5.0,630,Saturday,9,1
2023-10-01,Dairy,3,2,2,84,4.0,642,Sunday,10,1
2023-10-02,Dairy,7,3,2,89,3.86,580,Monday,10,0
2023-10-03,Dairy,3,2,2,67,3.0,600,Tuesday,10,0
2023-10-04,Dairy,2,1,1,73,3.0,306,Wednesday,10,0
2023-10-05,Dairy,2,1,1,29,2.0,298,Thursday,10,0
2023-10-07,Dairy,1,1,1,79,1.0,308,Saturday,10,1
2023-10-08,Dairy,4,2,2,68,6.5,614,Sunday,10,1
2023-10-09,Dairy,5,3,2,72,2.8,582,Monday,10,0
2023-10-11,Dairy,3,1,1,53,1.0,304,Wednesday,10,0
2023-10-12,Dairy,4,2,2,129,2.5,616,Thursday,10,0
2023-10-13,Dairy,3,1,1,69,6.0,316,Friday,10,0
2023-10-15,Dairy,6,2,2,129,5.5,610,Sunday,10,1
2023-10-16,Dairy,6,4,4,181,4.33,1232,Monday,10,0
2023-10-17,Dairy,3,1,1,47,1.0,286,Tuesday,10,0
2023-10-19,Dairy,2,1,1,81,2.0,302,Thursday,10,0
2023-10-21,Dairy,4,2,2,103,3.25,600,Saturday,10,1
2023-10-22,Dairy,8,3,3,120,5.0,862,Sunday,10,1
2023-10-24,Dairy,2,1,1,48,4.0,298,Tuesday,10,0
2023-10-26,Dairy,5,2,2,117,3.6,614,Thursday,10,0
2023-10-27,Dairy,6,2,2,124,4.0,584,Friday,10,0
2023-10-28,Dairy,3,1,1,51,6.0,268,Saturday,10,1
2023-10-29,Dairy,1,1,1,36,4.0,304,Sunday,10,1
2023-10-31,Dairy,6,3,3,85,6.67,908,Tuesday,10,0
2023-11-01,Dairy,5,2,2,55,5.0,578,Wednesday,11,0
2023-11-05,Dairy,1,1,1,26,3.0,276,Sunday,11,1
2023-11-10,Dairy,3,1,1,31,5.0,276,Friday,11,0
2023-11-11,Dairy,1,1,1,37,3.0,304,Saturday,11,1
2023-11-12,Dairy,3,1,1,41,6.0,306,Sunday,11,1
2023-11-13,Dairy,3,1,1,40,2.0,292,Monday,11,0
2023-11-14,Dairy,5,2,2,106,2.6,584,Tuesday,11,0
2023-11-15,Dairy,4,2,2,118,2.75,590,Wednesday,11,0
2023-11-16,Dairy,2,2,2,93,4.0,608,Thursday,11,0
2023-11-17,Dairy,1,1,1,74,2.0,292,Friday,11,0
2023-11-19,Dairy,7,3,3,91,3.71,904,Sunday,11,1
2023-11-20,Dairy,6,2,2,117,2.5,588,Monday,11,0
2023-11-21,Dairy,4,2,2,71,5.5,584,Tuesday,11,0
2023-11-22,Dairy,5,2,2,81,2.8,628,Wednesday,11,0
2023-11-24,Dairy,1,1,1,81,3.0,308,Friday,11,0
2023-11-26,Dairy,3,1,1,88,2.0,314,Sunday,11,1
2023-11-27,Dairy,2,2,2,85,3.0,626,Monday,11,0
2023-11-29,Dairy,3,2,2,149,3.0,582,Wednesday,11,0
2023-12-03,Dairy,5,2,2,81,6.0,620,Sunday,12,1
2023-12-04,Dairy,2,1,1,34,1.0,280,Monday,12,0
2023-12-05,Dairy,3,1,1,51,6.0,272,Tuesday,12,0
2023-12-09,Dairy,2,1,1,70,6.0,282,Saturday,12,1
2023-12-10,Dairy,3,2,2,98,5.0,552,Sunday,12,1
2023-12-13,Dairy,3,1,1,67,1.0,316,Wednesday,12,0
2023-12-14,Dairy,2,2,2,94,3.0,604,Thursday,12,0
2023-12-15,Dairy,2,1,1,76,4.0,308,Friday,12,0
2023-12-16,Dairy,1,1,1,29,6.0,282,Saturday,12,1
2023-12-17,Dairy,2,1,1,52,6.0,322,Sunday,12,1
2023-12-18,Dairy,5,2,2,104,2.6,608,Monday,12,0
2023-12-20,Dairy,1,1,1,34,7.0,292,Wednesday,12,0
2023-12-23,Dairy,2,1,1,42,7.0,276,Saturday,12,1
2023-12-24,Dairy,4,3,3,119,4.25,900,Sunday,12,1
2023-12-25,Dairy,3,2,2,78,4.67,570,Monday,12,0
2023-12-28,Dairy,1,1,1,71,3.0,312,Thursday,12,0
2024-01-01,Dairy,2,1,1,65,4.0,268,Monday,1,0
2024-01-03,Dairy,3,2,2,55,5.67,556,Wednesday,1,0
2024-01-04,Dairy,3,1,1,24,1.0,286,Thursday,1,0
2024-01-05,Dairy,2,1,1,25,7.0,286,Friday,1,0
2024-01-06,Dairy,1,1,1,19,3.0,308,Saturday,1,1
2024-01-07,Dairy,1,1,1,29,4.0,316,Sunday,1,1
2024-01-09,Dairy,1,1,1,71,1.0,286,Tuesday,1,0
2024-01-10,Dairy,6,3,3,129,4.0,880,Wednesday,1,0
2024-01-11,Dairy,2,1,1,33,7.0,316,Thursday,1,0
2024-01-13,Dairy,8,4,2,154,1.0,604,Saturday,1,1
2024-01-17,Dairy,3,1,1,36,3.0,306,Wednesday,1,0
2024-01-18,Dairy,4,2,2,70,4.75,556,Thursday,1,0
2024-01-20,Dairy,3,2,2,112,4.0,586,Saturday,1,1
2024-01-22,Dairy,1,1,1,51,3.0,304,Monday,1,0
2024-01-24,Dairy,2,1,1,46,6.0,296,Wednesday,1,0
2024-01-25,Dairy,3,1,1,38,5.0,308,Thursday,1,0
2024-01-26,Dairy,2,2,2,75,3.5,588,Friday,1,0
2024-01-27,Dairy,3,1,1,41,7.0,322,Saturday,1,1
2024-01-28,Dairy,3,1,1,49,6.0,280,Sunday,1,1
2024-01-30,Dairy,3,1,1,42,6.0,240,Tuesday,1,0
2024-01-31,Dairy,4,2,2,72,4.0,606,Wednesday,1,0
2024-02-06,Dairy,2,1,1,74,7.0,314,Tuesday,2,0
2024-02-07,Dairy,5,2,2,84,2.2,626,Wednesday,2,0
2024-02-10,Dairy,3,1,1,43,4.0,292,Saturday,2,1
2024-02-12,Dairy,3,1,1,50,7.0,272,Monday,2,0
2024-02-15,Dairy,2,1,1,42,1.0,282,Thursday,2,0
2024-02-16,Dairy,1,1,1,91,3.0,308,Friday,2,0
2024-02-17,Dairy,1,1,1,67,7.0,306,Saturday,2,1
2024-02-18,Dairy,3,2,2,130,5.67,574,Sunday,2,1
2024-02-20,Dairy,1,1,1,53,1.0,286,Tuesday,2,0
2024-02-21,Dairy,2,1,1,38,6.0,308,Wednesday,2,0
2024-02-22,Dairy,3,1,1,49,1.0,282,Thursday,2,0
2024-02-23,Dairy,4,2,2,96,5.0,620,Friday,2,0
2024-02-27,Dairy,2,1,1,48,5.0,292,Tuesday,2,0
2024-02-29,Dairy,3,1,1,56,1.0,282,Thursday,2,0
2024-03-01,Dairy,3,1,1,80,1.0,306,Friday,3,0
2024-03-02,Dairy,4,2,2,91,5.25,648,Saturday,3,1
2024-03-03,Dairy,9,4,3,137,3.67,872,Sunday,3,1
2024-03-04,Dairy,3,1,1,26,4.0,268,Monday,3,0
2024-03-05,Dairy,3,1,1,23,6.0,240,Tuesday,3,0
2024-03-07,Dairy,1,1,1,56,7.0,340,Thursday,3,0
2024-03-08,Dairy,1,1,1,45,1.0,276,Friday,3,0
2024-03-09,Dairy,8,3,2,63,3.38,590,Saturday,3,1
2024-03-10,Dairy,4,2,2,131,6.5,594,Sunday,3,1
2024-03-11,Dairy,1,1,1,19,5.0,306,Monday,3,0
2024-03-13,Dairy,1,1,1,72,6.0,280,Wednesday,3,0
2024-03-16,Dairy,6,3,3,143,3.67,912,Saturday,3,1
2024-03-17,Dairy,2,1,1,87,7.0,308,Sunday,3,1
2024-03-19,Dairy,1,1,1,60,4.0,298,Tuesday,3,0
2024-03-22,Dairy,1,1,1,44,7.0,268,Friday,3,0
2024-03-23,Dairy,5,4,4,193,5.8,1202,Saturday,3,1
2024-03-28,Dairy,3,2,2,135,4.0,588,Thursday,3,0
2024-03-30,Dairy,3,2,2,143,3.0,572,Saturday,3,1
2024-03-31,Dairy,3,2,2,77,6.33,610,Sunday,3,1
2024-04-01,Dairy,1,1,1,78,1.0,308,Monday,4,0
2024-04-02,Dairy,5,2,2,99,4.6,582,Tuesday,4,0
2024-04-03,Dairy,5,3,3,154,3.4,864,Wednesday,4,0
2024-04-04,Dairy,3,2,2,82,5.67,606,Thursday,4,0
2024-04-05,Dairy,2,1,1,57,4.0,296,Friday,4,0
2024-04-07,Dairy,5,2,2,89,3.6,610,Sunday,4,1
2024-04-10,Dairy,3,1,1,78,3.0,276,Wednesday,4,0
2024-04-11,Dairy,3,1,1,50,2.0,306,Thursday,4,0
2024-04-13,Dairy,3,2,2,70,5.0,590,Saturday,4,1
2024-04-14,Dairy,1,1,1,67,6.0,302,Sunday,4,1
2024-04-15,Dairy,1,1,1,68,5.0,302,Monday,4,0
2024-04-16,Dairy,3,1,1,84,4.0,276,Tuesday,4,0
2024-04-17,Dairy,5,2,2,95,3.4,592,Wednesday,4,0
2024-04-18,Dairy,2,1,1,45,2.0,298,Thursday,4,0
2024-04-19,Dairy,3,2,2,121,3.0,592,Friday,4,0
2024-04-21,Dairy,1,1,1,74,5.0,268,Sunday,4,1
2024-04-22,Dairy,3,1,1,50,1.0,280,Monday,4,0
2024-04-24,Dairy,3,1,1,31,7.0,292,Wednesday,4,0
2024-04-25,Dairy,2,1,1,86,4.0,308,Thursday,4,0
2024-04-26,Dairy,3,1,1,70,7.0,286,Friday,4,0
2024-04-28,Dairy,3,2,2,110,4.67,586,Sunday,4,1
2024-04-29,Dairy,1,1,1,56,5.0,298,Monday,4,0
2024-04-30,Dairy,1,1,1,74,3.0,286,Tuesday,4,0
2024-05-01,Dairy,4,2,2,67,4.75,598,Wednesday,5,0
2024-05-06,Dairy,2,1,1,58,1.0,308,Monday,5,0
