date,food_category,units_sold,order_count,unique_products,estimated_current_stock_simulated,avg_days_to_expiry_simulated,historical_damaged_stock_total,day_of_week,month,is_weekend
2023-10-17,Beverages,3,1,1,33,112.0,306,Tuesday,10,0
2023-10-21,Beverages,3,1,1,51,127.0,292,Saturday,10,1
2023-10-28,Beverages,4,2,2,105,54.75,566,Saturday,10,1
2023-10-29,Beverages,4,2,2,108,57.0,632,Sunday,10,1
2023-10-30,Beverages,1,1,1,31,154.0,318,Monday,10,0
2023-10-31,Beverages,1,1,1,30,168.0,294,Tuesday,10,0
2023-11-01,Beverages,5,3,3,148,79.8,904,Wednesday,11,0
2023-11-03,Beverages,1,1,1,35,150.0,318,Friday,11,0
2023-11-08,Beverages,1,1,1,38,160.0,294,Wednesday,11,0
2023-11-15,Beverages,2,2,2,116,107.0,568,Wednesday,11,0
2023-11-20,Beverages,3,2,2,94,50.67,658,Monday,11,0
2023-11-21,Beverages,1,1,1,14,98.0,298,Tuesday,11,0
2023-11-22,Beverages,3,1,1,32,76.0,306,Wednesday,11,0
2023-11-24,Beverages,2,2,2,133,79.0,556,Friday,11,0
2023-11-26,Beverages,2,1,1,49,123.0,314,Sunday,11,1
2023-11-28,Beverages,3,2,2,167,31.0,566,Tuesday,11,0
2023-12-01,Beverages,3,2,2,57,97.67,562,Friday,12,0
2023-12-02,Beverages,2,1,1,67,144.0,282,Saturday,12,1
2023-12-03,Beverages,1,1,1,40,120.0,318,Sunday,12,1
2023-12-04,Beverages,1,1,1,43,120.0,316,Monday,12,0
2023-12-06,Beverages,2,1,1,32,174.0,274,Wednesday,12,0
2023-12-07,Beverages,3,1,1,33,173.0,274,Thursday,12,0
2023-12-08,Beverages,4,2,2,144,101.5,600,Friday,12,0
2023-12-10,Beverages,5,2,2,89,83.2,606,Sunday,12,1
2023-12-11,Beverages,2,1,1,69,84.0,270,Monday,12,0
2023-12-13,Beverages,6,3,3,165,72.5,858,Wednesday,12,0
2023-12-16,Beverages,2,1,1,53,107.0,318,Saturday,12,1
2023-12-18,Beverages,1,1,1,57,106.0,316,Monday,12,0
2023-12-19,Beverages,6,2,2,111,67.5,556,Tuesday,12,0
2023-12-23,Beverages,1,1,1,88,123.0,282,Saturday,12,1
2023-12-26,Beverages,2,1,1,40,138.0,316,Tuesday,12,0
2023-12-28,Beverages,1,1,1,54,115.0,302,Thursday,12,0
2024-01-02,Beverages,1,1,1,63,57.0,272,Tuesday,1,0
2024-01-03,Beverages,1,1,1,25,58.0,280,Wednesday,1,0
2024-01-04,Beverages,5,2,1,38,33.0,306,Thursday,1,0
2024-01-05,Beverages,1,1,1,24,9.0,280,Friday,1,0
2024-01-06,Beverages,1,1,1,60,52.0,298,Saturday,1,1
2024-01-07,Beverages,1,1,1,37,89.0,320,Sunday,1,1
2024-01-12,Beverages,2,2,2,95,112.0,598,Friday,1,0
2024-01-14,Beverages,5,2,2,79,103.4,610,Sunday,1,1
2024-01-15,Beverages,1,1,1,72,134.0,274,Monday,1,0
2024-01-17,Beverages,2,1,1,55,47.0,270,Wednesday,1,0
2024-01-19,Beverages,3,1,1,13,74.0,316,Friday,1,0
2024-01-23,Beverages,3,2,2,124,45.33,570,Tuesday,1,0
2024-01-25,Beverages,2,1,1,42,150.0,312,Thursday,1,0
2024-01-26,Beverages,3,1,1,60,30.0,292,Friday,1,0
2024-01-30,Beverages,1,1,1,39,82.0,302,Tuesday,1,0
2024-01-31,Beverages,1,1,1,20,27.0,298,Wednesday,1,0
2024-02-01,Beverages,3,1,1,66,24.0,292,Thursday,2,0
2024-02-02,Beverages,5,2,2,98,55.6,574,Friday,2,0
2024-02-03,Beverages,3,1,1,56,27.0,280,Saturday,2,1
2024-02-05,Beverages,3,1,1,20,36.0,290,Monday,2,0
2024-02-06,Beverages,7,3,3,88,61.29,974,Tuesday,2,0
2024-02-10,Beverages,5,3,2,106,43.4,626,Saturday,2,1
2024-02-11,Beverages,4,2,1,39,175.0,306,Sunday,2,1
2024-02-12,Beverages,1,1,1,33,84.0,334,Monday,2,0
2024-02-14,Beverages,2,1,1,39,43.0,314,Wednesday,2,0
2024-02-16,Beverages,1,1,1,81,9.0,292,Friday,2,0
2024-02-19,Beverages,3,1,1,39,8.0,298,Monday,2,0
2024-02-20,Beverages,3,2,2,81,97.33,590,Tuesday,2,0
2024-02-21,Beverages,3,2,2,87,77.33,660,Wednesday,2,0
2024-02-22,Beverages,2,1,1,79,62.0,282,Thursday,2,0
2024-02-28,Beverages,3,1,1,62,90.0,274,Wednesday,2,0
2024-03-02,Beverages,3,1,1,96,174.0,292,Saturday,3,1
2024-03-04,Beverages,3,1,1,48,8.0,290,Monday,3,0
2024-03-06,Beverages,3,1,1,53,178.0,270,Wednesday,3,0
2024-03-12,Beverages,3,1,1,61,166.0,298,Tuesday,3,0
2024-03-13,Beverages,2,1,1,37,15.0,314,Wednesday,3,0
2024-03-14,Beverages,3,1,1,57,59.0,316,Thursday,3,0
2024-03-15,Beverages,5,2,2,112,60.8,608,Friday,3,0
2024-03-16,Beverages,3,1,1,32,31.0,294,Saturday,3,1
2024-03-19,Beverages,4,3,2,119,87.0,588,Tuesday,3,0
2024-03-23,Beverages,2,1,1,43,134.0,306,Saturday,3,1
2024-03-26,Beverages,4,2,2,95,122.0,554,Tuesday,3,0
2024-03-27,Beverages,1,1,1,19,61.0,342,Wednesday,3,0
2024-03-31,Beverages,1,1,1,49,150.0,280,Sunday,3,1
2024-04-03,Beverages,5,2,2,90,86.0,612,Wednesday,4,0
2024-04-04,Beverages,3,1,1,51,20.0,282,Thursday,4,0
2024-04-13,Beverages,3,2,2,112,139.33,562,Saturday,4,1
2024-04-16,Beverages,1,1,1,28,87.0,280,Tuesday,4,0
2024-04-18,Beverages,2,1,1,41,39.0,342,Thursday,4,0
2024-04-21,Beverages,3,1,1,33,82.0,280,Sunday,4,1
2024-04-22,Beverages,3,1,1,31,159.0,318,Monday,4,0
2024-04-29,Beverages,3,1,1,33,172.0,302,Monday,4,0
2024-04-30,Beverages,2,1,1,38,54.0,312,Tuesday,4,0
2024-05-01,Beverages,6,3,2,110,35.67,586,Wednesday,5,0
2024-05-03,Beverages,3,2,2,73,99.0,630,Friday,5,0
2024-05-06,Beverages,3,1,1,31,49.0,274,Monday,5,0
2024-05-08,Beverages,1,1,1,23,112.0,280,Wednesday,5,0
