date,food_category,units_sold,order_count,unique_products,estimated_current_stock_simulated,avg_days_to_expiry_simulated,historical_damaged_stock_total,day_of_week,month,is_weekend
2023-06-19,Other,10,6,6,284,233.2,1758,Monday,6,0
2023-06-20,Other,8,3,3,156,242.5,910,Tuesday,6,0
2023-06-21,Other,15,6,6,198,167.13,1884,Wednesday,6,0
2023-06-22,Other,3,2,2,93,161.33,558,Thursday,6,0
2023-06-23,Other,14,7,6,372,217.21,1752,Friday,6,0
2023-06-24,Other,14,6,4,125,217.71,1142,Saturday,6,1
2023-06-25,Other,5,3,3,149,123.0,864,Sunday,6,1
2023-06-26,Other,4,2,2,99,122.5,592,Monday,6,0
2023-06-27,Other,14,6,6,319,181.64,1772,Tuesday,6,0
2023-06-28,Other,8,4,4,218,187.12,1228,Wednesday,6,0
2023-06-29,Other,5,3,2,103,244.8,602,Thursday,6,0
2023-06-30,Other,8,4,4,214,211.5,1200,Friday,6,0
2023-07-01,Other,7,4,4,186,168.57,1268,Saturday,7,1
2023-07-02,Other,6,4,4,157,157.17,1188,Sunday,7,1
2023-07-03,Other,1,1,1,20,235.0,356,Monday,7,0
2023-07-04,Other,3,1,1,39,326.0,306,Tuesday,7,0
2023-07-05,Other,11,6,6,196,175.91,1834,Wednesday,7,0
2023-07-06,Other,5,3,3,137,190.2,886,Thursday,7,0
2023-07-07,Other,9,6,6,288,154.22,1692,Friday,7,0
2023-07-08,Other,4,2,2,112,246.75,594,Saturday,7,1
2023-07-09,Other,8,5,5,268,200.88,1524,Sunday,7,1
2023-07-10,Other,5,2,2,85,73.6,600,Monday,7,0
2023-07-11,Other,12,6,5,222,154.83,1432,Tuesday,7,0
2023-07-12,Other,11,5,5,213,205.27,1516,Wednesday,7,0
2023-07-13,Other,4,3,3,137,151.5,902,Thursday,7,0
2023-07-14,Other,6,3,3,199,65.33,952,Friday,7,0
2023-07-15,Other,5,3,3,63,134.6,802,Saturday,7,1
2023-07-16,Other,16,6,5,213,238.38,1494,Sunday,7,1
2023-07-17,Other,3,1,1,59,5.0,300,Monday,7,0
2023-07-18,Other,3,2,2,148,72.33,594,Tuesday,7,0
2023-07-19,Other,6,3,3,134,203.67,872,Wednesday,7,0
2023-07-20,Other,8,4,4,146,195.88,1208,Thursday,7,0
2023-07-21,Other,10,4,3,134,180.8,910,Friday,7,0
2023-07-22,Other,3,1,1,35,233.0,334,Saturday,7,1
2023-07-23,Other,11,6,6,219,207.09,1730,Sunday,7,1
2023-07-24,Other,12,5,5,203,216.83,1530,Monday,7,0
2023-07-25,Other,6,4,4,251,230.5,1254,Tuesday,7,0
2023-07-26,Other,5,3,3,146,108.4,896,Wednesday,7,0
2023-07-27,Other,9,5,5,235,122.78,1494,Thursday,7,0
2023-07-28,Other,9,6,6,232,146.22,1856,Friday,7,0
2023-07-30,Other,7,4,4,144,167.57,1204,Sunday,7,1
2023-07-31,Other,14,6,6,357,148.64,1786,Monday,7,0
2023-08-01,Other,12,6,6,378,104.42,1824,Tuesday,8,0
2023-08-02,Other,6,3,3,127,263.5,874,Wednesday,8,0
2023-08-03,Other,3,1,1,80,61.0,306,Thursday,8,0
2023-08-04,Other,6,3,3,184,86.67,902,Friday,8,0
2023-08-05,Other,10,6,6,233,193.1,1790,Saturday,8,1
2023-08-06,Other,14,6,6,252,176.93,1806,Sunday,8,1
2023-08-07,Other,8,4,4,209,136.12,1122,Monday,8,0
2023-08-08,Other,9,6,6,307,163.22,1816,Tuesday,8,0
2023-08-09,Other,11,5,5,262,142.36,1470,Wednesday,8,0
2023-08-10,Other,9,5,5,300,141.56,1448,Thursday,8,0
2023-08-11,Other,9,4,4,168,221.44,1202,Friday,8,0
2023-08-12,Other,6,4,4,208,144.0,1220,Saturday,8,1
2023-08-13,Other,7,3,3,135,135.71,886,Sunday,8,1
2023-08-14,Other,6,3,3,183,229.5,928,Monday,8,0
2023-08-15,Other,8,4,4,167,204.25,1212,Tuesday,8,0
2023-08-16,Other,17,7,7,286,185.35,2114,Wednesday,8,0
2023-08-17,Other,9,5,5,245,167.22,1548,Thursday,8,0
2023-08-18,Other,14,7,7,326,154.5,2162,Friday,8,0
2023-08-19,Other,8,4,4,192,146.25,1202,Saturday,8,1
2023-08-20,Other,3,1,1,48,130.0,286,Sunday,8,1
2023-08-21,Other,9,3,3,171,132.67,816,Monday,8,0
2023-08-23,Other,4,2,2,89,52.0,622,Wednesday,8,0
2023-08-24,Other,10,5,5,207,187.0,1494,Thursday,8,0
2023-08-25,Other,12,5,5,271,211.17,1406,Friday,8,0
2023-08-26,Other,7,5,5,217,210.14,1418,Saturday,8,1
2023-08-27,Other,9,4,4,164,196.67,1192,Sunday,8,1
2023-08-28,Other,4,2,2,110,347.0,598,Monday,8,0
2023-08-29,Other,3,1,1,97,116.0,342,Tuesday,8,0
2023-08-30,Other,9,5,5,228,78.44,1582,Wednesday,8,0
2023-08-31,Other,3,2,2,88,90.0,628,Thursday,8,0
2023-09-01,Other,3,1,1,19,50.0,286,Friday,9,0
2023-09-02,Other,5,2,2,63,210.8,602,Saturday,9,1
2023-09-03,Other,1,1,1,56,190.0,264,Sunday,9,1
2023-09-04,Other,15,6,6,176,158.0,1878,Monday,9,0
2023-09-05,Other,14,7,7,297,167.43,2102,Tuesday,9,0
2023-09-06,Other,14,6,6,284,180.07,1790,Wednesday,9,0
2023-09-07,Other,4,2,2,63,65.75,658,Thursday,9,0
2023-09-08,Other,4,2,2,79,43.75,634,Friday,9,0
2023-09-09,Other,12,7,7,373,169.75,2098,Saturday,9,1
2023-09-10,Other,9,5,5,210,229.33,1434,Sunday,9,1
2023-09-11,Other,8,4,4,175,113.88,1190,Monday,9,0
2023-09-12,Other,3,2,2,85,159.0,668,Tuesday,9,0
2023-09-13,Other,6,3,3,109,205.0,974,Wednesday,9,0
2023-09-14,Other,6,3,3,207,315.5,910,Thursday,9,0
2023-09-15,Other,10,6,6,281,156.1,1820,Friday,9,0
2023-09-16,Other,5,3,3,114,250.6,874,Saturday,9,1
2023-09-17,Other,8,4,4,254,100.38,1210,Sunday,9,1
2023-09-18,Other,10,5,5,194,161.1,1436,Monday,9,0
2023-09-19,Other,8,5,5,257,75.12,1538,Tuesday,9,0
2023-09-20,Other,2,1,1,27,197.0,304,Wednesday,9,0
2023-09-22,Other,7,3,3,137,211.0,1022,Friday,9,0
2023-09-23,Other,8,3,3,188,81.25,938,Saturday,9,1
2023-09-24,Other,4,3,3,139,191.5,950,Sunday,9,1
2023-09-25,Other,7,4,4,191,142.86,1216,Monday,9,0
2023-09-26,Other,8,4,4,228,97.5,1272,Tuesday,9,0
2023-09-27,Other,14,8,8,417,131.5,2304,Wednesday,9,0
2023-09-28,Other,13,7,7,390,189.92,2130,Thursday,9,0
2023-09-29,Other,4,2,2,83,260.0,592,Friday,9,0
2023-09-30,Other,6,3,3,146,235.0,874,Saturday,9,1
2023-10-01,Other,3,2,2,133,277.0,632,Sunday,10,1
2023-10-02,Other,6,3,3,108,119.5,950,Monday,10,0
2023-10-03,Other,7,5,5,256,225.43,1446,Tuesday,10,0
2023-10-04,Other,17,7,7,290,242.12,2074,Wednesday,10,0
2023-10-05,Other,7,3,3,139,172.43,898,Thursday,10,0
2023-10-06,Other,3,2,2,131,170.67,602,Friday,10,0
2023-10-07,Other,18,8,8,368,258.11,2312,Saturday,10,1
2023-10-08,Other,3,1,1,89,326.0,316,Sunday,10,1
2023-10-09,Other,19,8,8,470,192.26,2398,Monday,10,0
2023-10-10,Other,6,3,3,67,234.33,998,Tuesday,10,0
2023-10-11,Other,3,1,1,32,55.0,308,Wednesday,10,0
2023-10-12,Other,14,6,6,263,205.79,1792,Thursday,10,0
2023-10-13,Other,3,1,1,96,150.0,264,Friday,10,0
2023-10-14,Other,8,4,4,173,261.62,1140,Saturday,10,1
2023-10-15,Other,13,8,8,329,203.38,2440,Sunday,10,1
2023-10-16,Other,3,1,1,43,73.0,286,Monday,10,0
2023-10-17,Other,6,2,2,116,118.5,646,Tuesday,10,0
2023-10-18,Other,11,5,5,214,112.09,1524,Wednesday,10,0
2023-10-19,Other,6,4,4,240,84.0,1216,Thursday,10,0
2023-10-20,Other,10,4,4,241,221.2,1208,Friday,10,0
2023-10-21,Other,2,2,2,69,246.5,566,Saturday,10,1
2023-10-22,Other,7,3,3,127,206.57,850,Sunday,10,1
2023-10-23,Other,8,5,5,218,115.88,1496,Monday,10,0
2023-10-24,Other,22,9,9,399,212.27,2600,Tuesday,10,0
2023-10-25,Other,5,3,3,157,100.0,852,Wednesday,10,0
2023-10-26,Other,2,1,1,34,288.0,354,Thursday,10,0
2023-10-27,Other,5,2,2,61,167.4,610,Friday,10,0
2023-10-28,Other,10,4,4,297,177.5,1206,Saturday,10,1
2023-10-29,Other,11,4,4,232,168.91,1212,Sunday,10,1
2023-10-30,Other,8,4,4,189,195.25,1166,Monday,10,0
2023-10-31,Other,3,2,2,90,255.0,606,Tuesday,10,0
2023-11-01,Other,7,4,4,182,238.57,1160,Wednesday,11,0
2023-11-02,Other,16,7,7,312,158.19,2124,Thursday,11,0
2023-11-03,Other,16,7,7,363,141.44,2198,Friday,11,0
2023-11-04,Other,22,9,9,278,211.77,2714,Saturday,11,1
2023-11-05,Other,14,6,5,217,156.5,1486,Sunday,11,1
2023-11-06,Other,8,3,3,200,114.62,882,Monday,11,0
2023-11-07,Other,8,3,3,170,233.25,850,Tuesday,11,0
2023-11-08,Other,10,5,5,204,156.9,1448,Wednesday,11,0
2023-11-09,Other,7,3,3,152,210.0,978,Thursday,11,0
2023-11-10,Other,8,3,3,104,262.25,840,Friday,11,0
2023-11-11,Other,8,3,3,153,189.38,848,Saturday,11,1
2023-11-12,Other,3,1,1,53,316.0,296,Sunday,11,1
2023-11-13,Other,4,3,3,127,203.5,922,Monday,11,0
2023-11-14,Other,5,2,2,98,207.2,588,Tuesday,11,0
2023-11-15,Other,9,4,4,170,229.56,1144,Wednesday,11,0
2023-11-16,Other,8,5,5,233,116.88,1468,Thursday,11,0
2023-11-17,Other,16,6,6,336,71.44,1766,Friday,11,0
2023-11-18,Other,10,4,4,202,207.6,1242,Saturday,11,1
2023-11-19,Other,6,4,4,179,87.0,1152,Sunday,11,1
2023-11-20,Other,1,1,1,67,209.0,302,Monday,11,0
2023-11-21,Other,5,2,2,79,123.2,604,Tuesday,11,0
2023-11-22,Other,13,5,5,247,109.23,1592,Wednesday,11,0
2023-11-23,Other,6,2,2,64,217.5,648,Thursday,11,0
2023-11-24,Other,7,3,3,120,220.14,852,Friday,11,0
2023-11-25,Other,6,5,5,244,154.0,1532,Saturday,11,1
2023-11-26,Other,6,4,4,212,306.5,1190,Sunday,11,1
2023-11-27,Other,8,5,5,238,178.25,1480,Monday,11,0
2023-11-28,Other,10,5,5,319,233.2,1552,Tuesday,11,0
2023-11-29,Other,6,3,3,172,181.17,792,Wednesday,11,0
2023-11-30,Other,3,2,2,109,107.67,572,Thursday,11,0
2023-12-01,Other,2,1,1,56,100.0,262,Friday,12,0
2023-12-02,Other,2,1,1,27,286.0,294,Saturday,12,1
2023-12-03,Other,5,4,4,161,143.2,1288,Sunday,12,1
2023-12-04,Other,8,3,3,159,133.0,922,Monday,12,0
2023-12-05,Other,8,3,2,109,236.25,570,Tuesday,12,0
2023-12-06,Other,11,5,5,237,134.82,1540,Wednesday,12,0
2023-12-07,Other,12,5,5,172,177.42,1484,Thursday,12,0
2023-12-08,Other,7,3,3,192,187.29,972,Friday,12,0
2023-12-09,Other,8,4,4,163,278.12,1190,Saturday,12,1
2023-12-10,Other,4,4,4,220,99.75,1252,Sunday,12,1
2023-12-11,Other,4,2,2,105,60.25,638,Monday,12,0
2023-12-12,Other,9,5,5,285,115.44,1524,Tuesday,12,0
2023-12-13,Other,6,4,4,151,129.0,1146,Wednesday,12,0
2023-12-14,Other,8,5,5,287,287.25,1468,Thursday,12,0
2023-12-15,Other,7,3,3,161,239.29,886,Friday,12,0
2023-12-16,Other,5,2,2,138,146.8,622,Saturday,12,1
2023-12-17,Other,12,5,5,255,212.33,1474,Sunday,12,1
2023-12-18,Other,7,4,4,158,291.29,1184,Monday,12,0
2023-12-19,Other,5,3,3,114,210.4,928,Tuesday,12,0
2023-12-20,Other,5,2,2,83,45.2,590,Wednesday,12,0
2023-12-21,Other,14,8,8,343,216.29,2378,Thursday,12,0
2023-12-22,Other,6,3,3,175,181.0,972,Friday,12,0
2023-12-23,Other,5,3,3,118,138.2,846,Saturday,12,1
2023-12-24,Other,9,5,5,256,165.22,1478,Sunday,12,1
2023-12-25,Other,7,4,4,132,239.0,1228,Monday,12,0
2023-12-27,Other,5,3,3,133,144.6,906,Wednesday,12,0
2023-12-28,Other,14,6,5,262,189.07,1528,Thursday,12,0
2023-12-29,Other,4,2,2,110,194.0,584,Friday,12,0
2023-12-30,Other,11,6,5,237,150.45,1440,Saturday,12,1
2023-12-31,Other,2,1,1,33,263.0,278,Sunday,12,1
2024-01-01,Other,8,3,3,75,169.5,930,Monday,1,0
2024-01-02,Other,9,4,4,172,142.11,1252,Tuesday,1,0
2024-01-03,Other,7,3,3,158,100.57,886,Wednesday,1,0
2024-01-04,Other,8,4,4,160,161.38,1230,Thursday,1,0
2024-01-05,Other,6,3,3,132,192.5,954,Friday,1,0
2024-01-06,Other,12,5,5,273,117.5,1516,Saturday,1,1
2024-01-07,Other,7,5,5,215,207.0,1520,Sunday,1,1
2024-01-08,Other,6,4,4,233,182.67,1234,Monday,1,0
2024-01-10,Other,13,6,5,255,216.77,1540,Wednesday,1,0
2024-01-11,Other,7,3,3,141,100.0,986,Thursday,1,0
2024-01-12,Other,5,4,4,142,141.4,1250,Friday,1,0
2024-01-13,Other,8,6,6,200,193.5,1766,Saturday,1,1
2024-01-14,Other,4,2,2,65,264.0,612,Sunday,1,1
2024-01-16,Other,24,11,11,464,151.0,3322,Tuesday,1,0
2024-01-17,Other,6,3,3,102,137.5,930,Wednesday,1,0
2024-01-18,Other,5,2,2,83,110.4,612,Thursday,1,0
2024-01-19,Other,14,6,4,225,216.5,1190,Friday,1,0
2024-01-20,Other,4,4,4,174,162.25,1150,Saturday,1,1
2024-01-21,Other,7,4,4,187,137.43,1162,Sunday,1,1
2024-01-22,Other,17,6,6,316,210.41,1786,Monday,1,0
2024-01-23,Other,8,3,3,125,174.75,914,Tuesday,1,0
2024-01-24,Other,7,5,5,321,195.43,1462,Wednesday,1,0
2024-01-25,Other,10,5,5,251,185.4,1520,Thursday,1,0
2024-01-26,Other,4,2,2,112,281.0,636,Friday,1,0
2024-01-27,Other,15,8,8,307,154.2,2362,Saturday,1,1
2024-01-28,Other,10,4,4,234,144.8,1192,Sunday,1,1
2024-01-29,Other,12,6,6,288,226.33,1760,Monday,1,0
2024-01-30,Other,12,6,6,264,176.25,1894,Tuesday,1,0
2024-01-31,Other,6,4,4,171,210.17,1116,Wednesday,1,0
2024-02-01,Other,12,7,7,299,198.58,1952,Thursday,2,0
2024-02-02,Other,8,5,5,297,240.12,1486,Friday,2,0
2024-02-03,Other,11,6,6,260,218.73,1866,Saturday,2,1
2024-02-04,Other,4,2,2,113,163.75,598,Sunday,2,1
2024-02-05,Other,3,1,1,55,85.0,330,Monday,2,0
2024-02-06,Other,10,5,5,283,194.7,1528,Tuesday,2,0
2024-02-07,Other,1,1,1,33,324.0,286,Wednesday,2,0
2024-02-08,Other,14,8,8,367,135.21,2426,Thursday,2,0
2024-02-09,Other,15,7,6,299,148.33,1790,Friday,2,0
2024-02-10,Other,9,5,5,246,177.33,1546,Saturday,2,1
2024-02-11,Other,11,4,4,203,202.18,1194,Sunday,2,1
2024-02-12,Other,7,4,4,241,121.29,1160,Monday,2,0
2024-02-13,Other,17,8,7,283,182.35,2012,Tuesday,2,0
2024-02-14,Other,3,2,2,62,314.0,584,Wednesday,2,0
2024-02-15,Other,2,1,1,51,200.0,256,Thursday,2,0
2024-02-16,Other,7,3,3,143,208.0,906,Friday,2,0
2024-02-17,Other,7,4,4,248,156.43,1240,Saturday,2,1
2024-02-18,Other,6,4,4,150,110.17,1216,Sunday,2,1
2024-02-19,Other,5,3,3,205,182.6,852,Monday,2,0
2024-02-20,Other,8,4,4,166,116.62,1194,Tuesday,2,0
2024-02-21,Other,9,5,5,246,245.11,1564,Wednesday,2,0
2024-02-22,Other,8,4,4,158,233.5,1162,Thursday,2,0
2024-02-23,Other,9,3,3,155,90.0,902,Friday,2,0
2024-02-24,Other,12,5,5,224,230.83,1418,Saturday,2,1
2024-02-25,Other,8,4,4,165,210.88,1244,Sunday,2,1
2024-02-26,Other,1,1,1,30,362.0,296,Monday,2,0
2024-02-27,Other,11,6,5,170,180.27,1514,Tuesday,2,0
2024-02-28,Other,8,3,3,103,219.5,932,Wednesday,2,0
2024-02-29,Other,5,3,3,139,306.0,914,Thursday,2,0
2024-03-01,Other,9,5,5,258,269.89,1420,Friday,3,0
2024-03-02,Other,5,4,4,172,231.8,1136,Saturday,3,1
2024-03-03,Other,11,5,5,226,198.09,1650,Sunday,3,1
2024-03-04,Other,4,3,3,194,231.5,974,Monday,3,0
2024-03-05,Other,7,3,3,156,149.29,928,Tuesday,3,0
2024-03-06,Other,11,4,4,160,177.36,1186,Wednesday,3,0
2024-03-08,Other,17,8,8,268,176.82,2392,Friday,3,0
2024-03-09,Other,4,4,4,157,169.5,1210,Saturday,3,1
2024-03-10,Other,1,1,1,49,132.0,302,Sunday,3,1
2024-03-11,Other,19,8,8,362,154.05,2404,Monday,3,0
2024-03-12,Other,10,4,4,204,180.3,1220,Tuesday,3,0
2024-03-13,Other,4,2,2,72,280.0,616,Wednesday,3,0
2024-03-14,Other,3,3,3,148,179.67,886,Thursday,3,0
2024-03-15,Other,13,7,6,240,188.23,1884,Friday,3,0
2024-03-16,Other,6,4,4,158,157.67,1242,Saturday,3,1
2024-03-17,Other,1,1,1,37,361.0,300,Sunday,3,1
2024-03-18,Other,4,2,2,71,185.0,616,Monday,3,0
2024-03-19,Other,3,1,1,38,293.0,282,Tuesday,3,0
2024-03-20,Other,5,3,3,146,115.8,802,Wednesday,3,0
2024-03-21,Other,8,3,3,113,139.38,930,Thursday,3,0
2024-03-22,Other,4,2,2,79,174.5,570,Friday,3,0
2024-03-23,Other,3,1,1,47,184.0,296,Saturday,3,1
2024-03-24,Other,12,6,6,237,202.33,1702,Sunday,3,1
2024-03-25,Other,6,4,4,160,178.17,1192,Monday,3,0
2024-03-26,Other,10,4,4,155,147.9,1204,Tuesday,3,0
2024-03-27,Other,14,6,6,303,165.71,1834,Wednesday,3,0
2024-03-28,Other,4,3,3,123,213.5,898,Thursday,3,0
2024-03-29,Other,15,6,5,187,239.53,1428,Friday,3,0
2024-03-30,Other,9,3,3,146,231.67,890,Saturday,3,1
2024-03-31,Other,12,6,6,318,125.17,1810,Sunday,3,1
2024-04-01,Other,2,1,1,39,104.0,298,Monday,4,0
2024-04-02,Other,3,1,1,55,2.0,304,Tuesday,4,0
2024-04-03,Other,7,3,3,179,273.86,902,Wednesday,4,0
2024-04-04,Other,7,4,4,254,169.86,1138,Thursday,4,0
2024-04-05,Other,4,2,2,79,330.0,670,Friday,4,0
2024-04-06,Other,9,5,5,293,208.33,1488,Saturday,4,1
2024-04-07,Other,4,2,2,125,330.5,608,Sunday,4,1
2024-04-08,Other,9,4,4,202,162.33,1198,Monday,4,0
2024-04-09,Other,11,6,6,322,97.73,1792,Tuesday,4,0
2024-04-10,Other,5,2,2,101,216.0,616,Wednesday,4,0
2024-04-11,Other,4,4,4,223,181.75,1222,Thursday,4,0
2024-04-12,Other,12,5,5,205,184.83,1542,Friday,4,0
2024-04-13,Other,8,3,3,124,141.88,892,Saturday,4,1
2024-04-14,Other,3,1,1,75,41.0,278,Sunday,4,1
2024-04-15,Other,12,7,7,277,189.25,2172,Monday,4,0
2024-04-16,Other,3,2,2,87,150.33,600,Tuesday,4,0
2024-04-17,Other,6,3,3,188,174.33,848,Wednesday,4,0
2024-04-18,Other,16,8,8,413,214.75,2416,Thursday,4,0
2024-04-19,Other,16,8,8,367,130.56,2464,Friday,4,0
2024-04-20,Other,11,5,5,234,245.36,1450,Saturday,4,1
2024-04-21,Other,7,4,4,164,152.86,1188,Sunday,4,1
2024-04-22,Other,6,4,4,180,260.17,1256,Monday,4,0
2024-04-23,Other,13,5,5,235,114.54,1478,Tuesday,4,0
2024-04-24,Other,12,8,7,389,240.58,2096,Wednesday,4,0
2024-04-25,Other,2,1,1,27,24.0,302,Thursday,4,0
2024-04-26,Other,9,4,4,136,83.22,1254,Friday,4,0
2024-04-27,Other,8,4,4,291,187.12,1156,Saturday,4,1
2024-04-28,Other,5,3,3,158,141.4,874,Sunday,4,1
2024-04-29,Other,3,1,1,58,307.0,292,Monday,4,0
2024-04-30,Other,1,1,1,44,11.0,314,Tuesday,4,0
2024-05-01,Other,13,5,5,257,141.54,1542,Wednesday,5,0
2024-05-02,Other,7,6,6,291,215.0,1728,Thursday,5,0
2024-05-03,Other,9,6,6,218,197.56,1814,Friday,5,0
2024-05-04,Other,10,4,4,157,196.7,1194,Saturday,5,1
2024-05-05,Other,8,4,3,162,170.25,926,Sunday,5,1
2024-05-06,Other,12,6,6,353,226.25,1698,Monday,5,0
2024-05-07,Other,8,4,4,189,266.88,1156,Tuesday,5,0
2024-05-08,Other,5,4,4,139,201.2,1268,Wednesday,5,0
